"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_08_REV_MISC_DESC","F9_08_REV_MISC_BIZCODE","F9_08_REV_MISC_TOT","F9_08_REV_MISC_RLTD","F9_08_REV_MISC_EXCL","F9_08_REV_MISC_UBIZ"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201703059349300640","226064527","THE FOUNDATION FOR JUDAEO-CHRISTIAN","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201703059349300640_public.xml","OTHER INCOME","900099","179","179",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823","680285816","NAPA SOLANO SANESART","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823_public.xml","STATE REFUND",NA,"43",NA,"43",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293","650081406","PUNTA GORDA CHAMBER OF COMMERCEINC","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293_public.xml","BP CLAIM",NA,"35983","35983",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349307494","134013384","MI CASA HOUSING DEVELOPMENT FUND CO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349307494_public.xml","OTHER REVENUE - OTHER",NA,"159754","159754",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017","930233010","American Federation of Musicians","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017_public.xml","99 Club Rent",NA,"5086","5086",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017","930233010","American Federation of Musicians","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017_public.xml","Scholarship Admin Fee",NA,"635","635",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017","930233010","American Federation of Musicians","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017_public.xml","Sml Bus Health Cr Refund",NA,"4350","4350",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343","590995723","Greater Pine Island Chamber of Commerce","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343_public.xml","Brick Pavers","561499","3438","3438",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343","590995723","Greater Pine Island Chamber of Commerce","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343_public.xml","Advertising","561499","5448","5448",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343","590995723","Greater Pine Island Chamber of Commerce","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343_public.xml","Sales Tax Allowance","561499","27","27",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511499349300911","160743670","LASALLE SPORTSMEN'S CLUB INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511499349300911_public.xml","MEMBERSHIP DUES","900099","77594","77594",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511499349300911","160743670","LASALLE SPORTSMEN'S CLUB INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511499349300911_public.xml","WAYS & MEANS FUNDRAISERS","900099","23909","23909",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511499349300911","160743670","LASALLE SPORTSMEN'S CLUB INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201511499349300911_public.xml","GROUNDS & HALL RENTAL","900099","1405","1405",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201421349349307032","631053154","HOLLINS VOLUNTEER RURAL FIRE AND RESCUE","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201421349349307032_public.xml","GRANTS","900099","1048","1048",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702829349301025","521326863","ASSOCIATION OF BALTIMORE","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702829349301025_public.xml","Miscellaneous income","900099","4042","4042",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921889349300202","205277520","ROSE OF MARY TERRACE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921889349300202_public.xml","MISCELLANEOUS",NA,"2805","2805",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201521639349300312","522028732","CONCERNS OF POLICE SURVIVORS INC-","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201521639349300312_public.xml","ANNUAL MEETING REGISTRATION",NA,"1246","1246",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201742499349301804","131845104","UNITED FOOD AND COMMERCIAL WORKERS UNION","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201742499349301804_public.xml","OTHER INCOME","900099","9601","9601",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201742499349301804","131845104","UNITED FOOD AND COMMERCIAL WORKERS UNION","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201742499349301804_public.xml","REIMBURSED SHARED EXPENSE","900099","621823","621823",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922179349300932","710290019","ST BERNARDS HOSPITAL INC","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922179349300932_public.xml","ENCOMPASS HEALTH REHAB HOSP K-1","900099","3431525","3426758","4767",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922179349300932","710290019","ST BERNARDS HOSPITAL INC","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922179349300932_public.xml","CAFETERIA/FOOD","900099","2420288",NA,"2420288",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922179349300932","710290019","ST BERNARDS HOSPITAL INC","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922179349300932_public.xml","PHARMACY REVENUE","900099","2695085",NA,"2695085",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201840469349300649","371243664","COLES TOGETHER","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201840469349300649_public.xml","ENTERPRISE ZONE CONSULTATION","541900","7500","7500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021159349300407","310960136","Northwest Indiana Public Broadcasting Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021159349300407_public.xml","Miscellaneous","999999","265279","0","265279","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912699349301011","341740016","HURON HOUSING CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912699349301011_public.xml","MISCELLANEOUS REVENUE","531390","73489","73489",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912699349301011","341740016","HURON HOUSING CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912699349301011_public.xml","LAUNDRY AND VENDING","531390","1670","1670",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912699349301011","341740016","HURON HOUSING CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912699349301011_public.xml","TENANT CHARGES","531390","373","373",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802639349301225","272135208","MIAMI COUNTY CONTINUUM OF CARE","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802639349301225_public.xml","OTHER REVENUE",NA,"1485","1485",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041619349300304","261870850","XUPROP CO - PLAZA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041619349300304_public.xml","Property Tax Refund","900099","101208",NA,"101208",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201601999349300700","521806862","American-Russian Cultural Cooperation Foundation","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201601999349300700_public.xml","Miscellaneous Income","711300","6167","6167",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201730659349300743","521617061","THE AMERICAN PROSPECT INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201730659349300743_public.xml","ADVERTISING INCOME","541800","44533",NA,NA,"44533"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201730659349300743","521617061","THE AMERICAN PROSPECT INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201730659349300743_public.xml","MAILING LIST REVENUE","900099","12617",NA,"12617",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201730659349300743","521617061","THE AMERICAN PROSPECT INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201730659349300743_public.xml","OTHER REVENUE","900099","1258","1258",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021139349300112","432077078","CHURCH STREET ESTATES CORP","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021139349300112_public.xml","LAUNDRY REVENUE","531110","1725","1725",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021139349300112","432077078","CHURCH STREET ESTATES CORP","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021139349300112_public.xml","CABLE COMMISSION","531110","791","791",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021139349300112","432077078","CHURCH STREET ESTATES CORP","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021139349300112_public.xml","OTHER","531110","411","411",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201742239349300349","010482400","COURTYARD AFFORDABLE HOUSING CORP","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201742239349300349_public.xml","GAIN CONTINGENCY",NA,"665267","665267",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201713419349300601","592298398","THE VANGUARD SCHOOL OF LAKE WALES","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201713419349300601_public.xml","MISCELLANEOUS INCOME","611110","22381",NA,"22381",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201713419349300601","592298398","THE VANGUARD SCHOOL OF LAKE WALES","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201713419349300601_public.xml","YEARBOOK INCOME","611110","4000",NA,"4000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622099349301237","410846508","ST PAUL PLUMBERS JOINT JOURNEYMEN &","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622099349301237_public.xml","CERT REIMBURSEMENT","900099","2216",NA,"2216",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622099349301237","410846508","ST PAUL PLUMBERS JOINT JOURNEYMEN &","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622099349301237_public.xml","SCRAP MATERIAL","900099","1198",NA,"1198",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622099349301237","410846508","ST PAUL PLUMBERS JOINT JOURNEYMEN &","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622099349301237_public.xml","OTHER REIMBURSEMENT","900099","620",NA,"620",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201720729349300797","742164037","AMERICAN VOLKSSPORT ASSOCIATIONINC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201720729349300797_public.xml","MISCELLANEOUS INCOME",NA,"17399","17399",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610439349302191","570778557","COLUMBIA METROPOLITAN CONVENTION","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610439349302191_public.xml","HOTEL DISCOUNT REVENUE","900099","2119985","2119985",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610439349302191","570778557","COLUMBIA METROPOLITAN CONVENTION","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201610439349302191_public.xml","MISCELLANEOUS","900099","46244","46244",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201402589349300950","481160123","Spectrum Health Foundation Inc","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201402589349300950_public.xml","MISCELLANEOUS INCOME","900099","2832",NA,"2832",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622989349300417","060665164","CONNECTICUT STATE MEDICAL SOCIETY INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622989349300417_public.xml","CSMS Lobbying/Med refo","541900","37050","37050",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622989349300417","060665164","CONNECTICUT STATE MEDICAL SOCIETY INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622989349300417_public.xml","MANAGEMENT FEE INCOME","541900","26742",NA,NA,"26742"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622989349300417","060665164","CONNECTICUT STATE MEDICAL SOCIETY INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201622989349300417_public.xml","CSMS Brokerage & ACO I","541900","20833","20833",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802749349300340","453419887","HAIRTOSTAY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802749349300340_public.xml","ADJUST TO P/Y RE",NA,"380","380",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802749349300340","453419887","HAIRTOSTAY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802749349300340_public.xml","APPLICATION FEE","900099","1418","1418",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802749349300340","453419887","HAIRTOSTAY","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201802749349300340_public.xml","CASH BACK FROM CR CARDS","900099","48","48",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201501189349300705","116076993","International Cargo Gear Bureau Inc","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201501189349300705_public.xml","Collection & Conversion Fees","900099","11027","11027",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042309349302209","566001467","WINSTON-SALEM INDUSTRIES FOR THE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042309349302209_public.xml","MISCELLANEOUS INCOME","900099","384840",NA,"384840",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300014","232523682","ALLIED SERVICES FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300014_public.xml","VENDOR DISCOUNTS","900099","7151",NA,"7151",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301541","166063335","FRANKFORT CENTER VOLUNTEER FIRE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301541_public.xml","INSURANCE PROCEEDS",NA,"15843","15843",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301541","166063335","FRANKFORT CENTER VOLUNTEER FIRE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301541_public.xml","SALE OF EQUIPMENT",NA,"2097","2097",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201720829349300732","141767900","PARTNERSHIP FOR ECONOMIC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201720829349300732_public.xml","MISCELLANEOUS","900099","12757","12757",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300815","410745522","AITKIN COMMUNITY HOSPITAL DBA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300815_public.xml","OTHER REVENUE","900099","213303","213303",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300815","410745522","AITKIN COMMUNITY HOSPITAL DBA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300815_public.xml","CAFETERIA","900099","152702",NA,"152702",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300815","410745522","AITKIN COMMUNITY HOSPITAL DBA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300815_public.xml","SISU MEDICAL SOLUTIONS, LLC K-1 A","900099","108110",NA,NA,"108110"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943409349300219","386092535","ANN ARBOR EDUCATION ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943409349300219_public.xml","MEA REBATES",NA,"32198","32198",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201811359349309961","620479189","CARSON-NEWMAN UNIVERSITY","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201811359349309961_public.xml","CHANGE IN VALUATION OF INTERE","900099","373284",NA,"373284",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201811359349309961","620479189","CARSON-NEWMAN UNIVERSITY","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201811359349309961_public.xml","CHANGE IN VALUATION OF ANNUIT","900099","60156",NA,"60156",NA
