"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SF_02_FRGN_ORG_GRANT_REGION","SF_02_FRGN_ORG_GRANT_PURPOSE","SF_02_FRGN_ORG_GRANT_DISBMT","SF_02_FRGN_ORG_GRANT_NC_MOV","SF_02_FRGN_ORG_GRANT_AMT","SF_02_FRGN_ORG_GRANT_NC_AMT","SF_02_FRGN_ORG_GRANT_NC_DESC"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Europe (including Iceland and Greenland)","Developing organizations","wire",NA,"7000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941319349300919","465060705","PROJECT FOR HOPE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941319349300919_public.xml","Central America and the Caribbean","To provide the funds to a Guatemalan non-profit which supports widows and their families. NIT -8898830-9","Wires","n/a","171300","0","n/a"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349303189","680224596","NEPAL YOUTH FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349303189_public.xml","SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,","TO PROVIDE PROGRAM SERVICES TO DESTITUTE CHILDREN IN NEPAL.","WIRE TRANSFER","CASH VALUE","1835579","0","N/A"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349303189","680224596","NEPAL YOUTH FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349303189_public.xml","SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,","EARTHQUAKE DISASTER RELIEF","WIRE TRANSFER","CASH VALUE","94150",NA,"N/A"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349305533","530228172","AMERICAN FEDERATION OF LABOR AND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349305533_public.xml","NORTH AMERICA","GENERAL CONTRIBUTION","CHECK",NA,"15000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003","731550477","SHOFAR INTERNATIONAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003_public.xml","EUROPE INCLUDING ICELAND AND GREENLAND","CLOTHES","WIRE",NA,"4500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003","731550477","SHOFAR INTERNATIONAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003_public.xml","MIDDLE EAST AND NORTH AFRICA","FOOD","WIRE",NA,"45500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940989349300644","237029115","THE GESHER FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940989349300644_public.xml","MIDDLE EAST AND NORTH AFRICA -","TO ASSIST THE GESHER EDUCATIONAL AFFILIATES AND GESHER MULTI-CULTURAL FILM FUND IN ISRAEL IN PROVIDING ISRAELI CHILDREN AND ADULTS AN EDUCATION IN JEWISH HISTORY,CULTURE,AND IDENTITY AND TO PROMOTE MUTUAL UNDERSTANDING,RESPECT AND TOLERANCE OF ALL.","CASH",NA,"578828",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT ITS RAT TRAINING PROGRAM IN TANZANIA, AS WELL AS ITS MINE ACTION (MA) PROGRAMS IN CAMBODIA, ANGOLA AND ZIMBABWE AND ITS GLOBAL TUBERCULOSIS PROGRAM.","WIRE TRANSFER",NA,"40074",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE DEVELOPMENT OF ITS BIOHACKING LAB, TO PROVIDE WORKSHOPS FOR STUDENTS AND TEACHERS COMBINING NATURAL SCIENCES WITH ENGINEERING AND PROGRAMMING.","WIRE TRANSFER",NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO GRANT A ROMAN BRONZE SESTERTIUS COIN MINTED IN 193 AD.",NA,"APPRAISAL REPORT",NA,"5000","ROMAN BRONZE STATUE SESTERTIUS COIN MINTED IN 193 AD"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR ITS SPORTS BROADCASTING FUND EUROPE, TO PROVIDE FINANCIAL ASSISTANCE TO SPORTS-TELEVISION PROFESSIONALS AND THEIR FAMILIES WHEN THEY ARE STRUCK BY SERIOUS MISFORTUNE.","WIRE TRANSFER",NA,"9500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR ITS CULTURAL HERITAGE FUND, TO SUPPORT THE ENGLISH TRANSLATION OF A CATALOGUE DOCUMENTING THE WORK OF BELGIAN PAINTER LEON SPILLIAERT.","WIRE TRANSFER",NA,"9700",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE GERT NOEL FUND, TO SUPPORT INNOVATIVE PROJECTS THAT IMPROVE THE WAY PATIENTS AND FAMILIES ARE LISTENED TO IN THE HOSPITAL ENVIRONMENT.","WIRE TRANSFER",NA,"9700",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE DR DENIS MUKWEGE - PANZI HOSPITAL FUND, TO PROVIDE MEDICAL AND PSYCHOLOGICAL CARE TO SURVIVORS OF SEXUAL VIOLENCE IN THE DRC.","WIRE TRANSFER",NA,"11000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE AIESEC FUND, TO MOBILIZE MEMBERS TO DEVELOP AND PROMOTE EFFECTIVE RESPONSES TO SOCIAL, ECONOMIC AND EDUCATIONAL CHALLENGES.","WIRE TRANSFER",NA,"11308",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR ITS CARVED TO FLOW FUND, TO PRESERVE ANCESTRAL KNOWLEDGE OF MAKING AND TRANSFORMING LOCAL MATERIALS IN NIGERIA.","WIRE TRANSFER",NA,"15217",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE CONSTELLATIONS FUND, TO SUPPORT EFFORTS TO DEVELOP NEW HOUSING OPPORTUNITIES FOR ADULTS WITH MENTAL DISABILITIES IN THE BRUSSELS REGION.","WIRE TRANSFER",NA,"23078",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR ITS LIVRE CINQUANTENAIRE PROJECT ACCOUNT, FOR THE PUBLICATION OF A REFERENCE BOOK ON THE SITE OF THE CINQUANTENAIRE PARK IN BRUSSELS, BELGIUM.","WIRE TRANSFER",NA,"23373",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE MOTHERS AT RISK PROJECT ACCOUNT, TO SUPPORT THE EMPOWERMENT OF GIRLS IN POOR URBAN COMMUNITIES IN CAIRO.","WIRE TRANSFER",NA,"24250",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT PROJECTS ACROSS THE GLOBE THAT USE FOOTBALL AS A FORCE FOR GOOD, IN AN EFFORT TO DRIVE PROGRESS TOWARDS THE UN SUSTAINABLE DEVELOPMENT GOALS.","WIRE TRANSFER",NA,"26410",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE RUBENIANUM FUND, TO SUPPORT THE THIRD EDITION OF THE INTERNATIONAL SUMMER COURSE ON FLEMISH ART TO TAKE PLACE IN THE SUMMER OF 2018.","WIRE TRANSFER",NA,"29100",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR ITS SUMBA HOSPITALITY FUND, WHICH EMPOWERS LOCAL, DISADVANTAGED YOUTH AND PROMOTES RESPONSIBLE TOURISM DEVELOPMENT ON SUMBA, A PRISTINE ISLAND IN EASTERN INDONESIA.","WIRE TRANSFER",NA,"47025",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE PROJECT ACCOUNT CASTLE OF WESTERLOO, TO SUPPORT THE PRESERVATION, PROTECTION AND SAFEGUARDING OF THE ""DE MERODE CASTLE"" IN WESTERLO, BELGIUM.","WIRE TRANSFER",NA,"47800",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE FUND MAISON GRGOIRE-HENRY VAN DE VELDE, TO PROTECT AND RESTORE WORKS BY ARCHITECT HENRY VAN DE VELDE IN BELGIUM AND MAISON GRGOIRE.","WIRE TRANSFER",NA,"58252",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE PAUL & KATELIJNE STOFFELS-BRUURS FUND, WHICH SUPPORTS THE RENOVATION OF PIPE ORGANS AND PROMOTES ORGAN MUSIC IN FLANDERS, BELGIUM AND EUROPE.","WIRE TRANSFER",NA,"97000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT ITS SUMMER SCHOOL OF SCIENCE, A WORKSHOP FOR STUDENTS WITH LECTURES AND RESEARCH PROJECTS IN AREAS OF SCIENCES AND TECHNOLOGY.","WIRE TRANSFER",NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT THE FURTHER DEVELOPMENT AND PROFESSIONALIZATION OF THE ORGANIZATION, IN AN EFFORT TO IMPROVING LIFE FOR LGBT PEOPLE IN THE CZECH REPUBLIC.","WIRE TRANSFER",NA,"119500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR A COACHING AND MENTORING PROGRAM THAT HELPS ENTREPRENEURS WHOSE COMPANY HAS EXPERIENCED A BANKRUPTCY TO GET BACK ON THEIR FEET.","WIRE TRANSFER",NA,"46500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO FUND THE RENOVATION OF THE FRENCH FORMAL GARDEN AND THE GREAT PERSPECTIVE AT THE CHATEAU DE CHAMBORD.","WIRE TRANSFER",NA,"242365",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO ORGANIZE ART WORKSHOPS FOR HOSPITALIZED CHILDREN, IN AN EFFORT TO GIVE THEM THE OPPORTUNITY TO USE THEIR IMAGINATION AND ALLOW THEM TO ESCAPE FROM THE HOSPITALIZATION ROUTINE.","WIRE TRANSFER",NA,"25000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO GIVE HIGH-SCHOOL STUDENTS THE OPPORTUNITY TO PARTICIPATE IN HANDS-ON LAB COURSES FOCUSING ON MOLECULAR BIOLOGY, SYSTEMS BIOLOGY, AND BIOTECHNOLOGY.","WIRE TRANSFER",NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO PROVIDE EFFECTIVE, LONG-TERM OPERATING SUPPORT AND TECHNICAL ASSISTANCE TO NATIONAL PARKS IN ARMENIA AND GEORGIA.","WIRE TRANSFER",NA,"77349",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR THE BASKIDBALL PROJECT WHICH GIVES CHILDREN FROM DIVERSE BACKGROUNDS A CHANCE TO IMPROVE MUTUAL UNDERSTANDING THROUGH SPORTS AND OTHER ACTIVITIES.","WIRE TRANSFER",NA,"95238",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","FOR A FIVE-DAY SCIENCE EDUCATION SUMMER ACADEMY FOR STUDENTS, PARTICULARLY WITH MIGRATION BACKGROUND, FROM SECONDARY SCHOOLS.","WIRE TRANSFER",NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT THE EXPANSION OF ITS MICRO-LOANS PROGRAM FOR UNEMPLOYED PEOPLE AND SMALL BUSINESSES TO CRETE AND THESSALONIKI.","WIRE TRANSFER",NA,"105000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT ITS RESEARCH IN THE DESIGN AND DEVELOPMENT OF NOVEL, HIGH-ADDED VALUE PRODUCTS TARGETING TECHNOLOGY AND MEDICINE.","WIRE TRANSFER",NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO HELP COVER THE EXPENSES FOR THE CONSERVATION OF THREE MASTERPIECES AND TWO RARE COLLECTIONS THAT BELONG TO THE MUSEUM.","WIRE TRANSFER",NA,"27000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT WORKSHOPS FOR LEADERS OF CULTURAL HERITAGE SITES, TO PROVIDE THEM WITH THE TOOLS THEY NEED TO ENHANCE, SUSTAIN AND PROTECT THEIR HERITAGE.","WIRE TRANSFER",NA,"242157",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT A SERIES OF WORKSHOPS CREATED BY ACADEMICS AND ARTISTS TO ENGAGE GIFTED CHILDREN AND STIMULATE THEIR INTEREST FOR SCIENCE AND THE ARTS.","WIRE TRANSFER",NA,"10000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO SUPPORT PROGRAMS THAT ENCOURAGE DEMOCRATIC PARTICIPATION OF YOUTH, AS WELL AS SCHOLARSHIPS AND GRANTS WITHIN ITS MISSION.","WIRE TRANSFER",NA,"390000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO PROVIDE MEDICAL, SOCIAL AND ECONOMIC SUPPORT FOR ORPHANS AND VULNERABLE CHILDREN IN UGANDA, AND FOR AN HIV/AIDS PREVENTION PROGRAM IN RURAL ZAMBIA.","WIRE TRANSFER",NA,"36190",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO PROVIDE ORPHANED CHILDREN IN GAZA WITH HOLISTIC CARE, EMPOWERING THEM TO LEAD DIGNIFIED AND SELF-DETERMINED LIVES.","WIRE TRANSFER",NA,"139991",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","TO FUND A SPORTS TRAINING PROGRAM FOR MARGINALIZED PALESTINIAN GIRLS AND BOYS, TO EMPOWER AND ENABLE THEM TO GROW INTO GOOD AND ACTIVE CITIZENS.","WIRE TRANSFER",NA,"40000",NA,NA
