"EIN","TaxPeriod","DLN","FormType","URL","OrganizationName","SubmittedOn","ObjectId","LastUpdated","TaxYear"
"463283521","201812","93492144007199","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941449349200719_public.xml","TORSTRICK MINISTRIES INC TORSTRICK MINISTRIES","2019-06-24","201941449349200719","2019-07-23T17:24:36",2018
"204776511","201812","93492126013389","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931269349201338_public.xml","AGRAJ SEVA KENDRA","2019-06-24","201931269349201338","2019-07-23T17:24:36",2018
"454099296","201812","93493134020169","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349302016_public.xml","CASA ALBA MELANIE HISPANIC COMMUNITY RESOURCE CENTER","2019-07-19","201911349349302016","2019-08-15T15:27:32",2018
"731206225","201812","93492129009749","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941299349200974_public.xml","SOUTHERN SLEEP SOCIETY INC","2019-06-27","201941299349200974","2019-07-23T17:24:36",2018
"320336687","201812","93492134050679","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349205067_public.xml","TONOPAH FIRE FOUNDATION","2019-07-01","201921349349205067","2019-07-23T17:24:36",2018
"467075602","201812","93492134050579","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349205057_public.xml","SAYLOR FAMILY EDUCATION SCHOLARSHIP TRUST","2019-07-01","201921349349205057","2019-07-23T17:24:36",2018
"731472337","201812","93492134049779","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349204977_public.xml","WOMEN OF THE SOUTH INC","2019-07-01","201921349349204977","2019-07-23T17:24:36",2018
"812204981","201812","93492135039539","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349203953_public.xml","NORTH PROVIDENCE GIRLS FASTPITCH SOFTBALL","2019-07-12","201931359349203953","2019-07-23T17:24:36",2018
"680667074","201812","93492133027659","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349202765_public.xml","UNIVERSAL MISSION","2019-07-12","201901339349202765","2019-07-23T17:24:36",2018
"470614852","201812","93492135057939","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349205793_public.xml","SUMMER PROGRAM FOR HANDICAPPED CHILDREN","2019-06-24","201931359349205793","2019-07-23T17:24:36",2018
"912011509","201812","93493135098899","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941359349309889_public.xml","FRANKFORD VOLUNTEER FIRE DEPARTMENT INC","2019-07-19","201941359349309889","2019-08-15T15:27:32",2018
"746047547","201812","93493135098649","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941359349309864_public.xml","MOUNT CARMEL HOME","2019-07-19","201941359349309864","2019-08-15T15:27:32",2018
"465690961","201812","93492135066159","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901359349206615_public.xml","AUSTIN HIGH SCHOOL FOOTBALL BOOSTERS INC","2019-07-19","201901359349206615","2019-08-15T15:27:32",2018
"010932512","201812","93492135038339","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349203833_public.xml","RENEW YOUR MIND","2019-07-12","201931359349203833","2019-07-23T17:24:36",2018
"383790022","201812","93492133041259","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349204125_public.xml","FINANCE FOR PEOPLE FFS INC","2019-06-24","201901339349204125","2019-07-23T17:24:36",2018
"631200409","201812","93492133041109","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349204110_public.xml","SAFE HARBOR INC","2019-06-24","201901339349204110","2019-07-23T17:24:36",2018
"826301735","201812","93492130031029","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349203102_public.xml","SACC SCHOLARSHIP CHARITABLE TRUST","2019-06-24","201921309349203102","2019-07-23T17:24:36",2018
"943239204","201812","93493135045369","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349304536_public.xml","WILLIAMS COUNSELING GROUP","2019-06-21","201911359349304536","2019-07-23T17:24:36",2018
"310946288","201812","93493135021219","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349302121_public.xml","MARION AREA HUMANE SOCIETY","2019-06-21","201911359349302121","2019-07-23T17:24:36",2018
"541780889","201812","93492133044289","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349204428_public.xml","ACCOMACK NORTHAMPTON PREGNANCY CENTER","2019-07-19","201931339349204428","2019-08-15T15:27:32",2018
"223796078","201812","93493135048139","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349304813_public.xml","LIVING HEART FOUNDATION INC","2019-06-21","201931359349304813","2019-07-23T17:24:36",2018
"453839035","201812","93493134017229","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349301722_public.xml","WITTENBERG MANOR III","2019-06-28","201921349349301722","2019-07-23T17:24:36",2018
"453801467","201812","93492133016189","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349201618_public.xml","ASSOCIATION OF PROVIDERS FOR CHILDREN WITH COMPLEX MEDICAL NEEDS","2019-07-19","201931339349201618","2019-08-15T15:27:32",2018
"473113578","201812","93493135082689","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349308268_public.xml","COLUMBIA STRONG INC","2019-07-12","201931359349308268","2019-08-15T15:27:32",2018
"160801784","201812","93492134041519","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349204151_public.xml","ALCOHOLICS ANONYMOUS ON THE NIAGARA FRONTIER INC","2019-07-19","201911349349204151","2019-08-15T15:27:32",2018
"586352347","201812","93493134021469","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349302146_public.xml","VIRGINIA KIMBROUGH CLARK REESE AND THOMAS MATT REESE TRUST","2019-07-19","201911349349302146","2019-08-15T15:27:32",2018
"454135784","201812","93493134021169","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911349349302116_public.xml","AERIS INSIGHT INC","2019-07-19","201911349349302116","2019-08-15T15:27:32",2018
"166045932","201812","93493130028029","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302802_public.xml","ENTERPRISE FIRE COMPANY 1 OF PHOENIX NY","2019-06-28","201921309349302802","2019-07-23T17:24:36",2018
"232667343","201812","93493133061509","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349306150_public.xml","BIG BROTHERS BIG SISTERS OF THE TWIN TIERS","2019-07-05","201901339349306150","2019-07-23T17:24:36",2018
"454337991","201812","93493135028539","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349302853_public.xml","PARIS GREYHOUND FOOTBALL FOUNDATION INC","2019-06-21","201931359349302853","2019-07-23T17:24:36",2018
"953829235","201812","93493130053079","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349305307_public.xml","GURUDWARA SINGH SABHA BUENA PARK INC","2019-06-28","201921309349305307","2019-07-23T17:24:36",2018
"463755863","201812","93493130028329","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302832_public.xml","HAMPTON ROADS LACROSSE LEAGUE","2019-06-28","201921309349302832","2019-07-23T17:24:36",2018
"262136486","201812","93493133022559","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302255_public.xml","A NEW THING MINISTRIES COMPANY","2019-06-28","201901339349302255","2019-07-23T17:24:36",2018
"161599729","201812","93493135018089","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349301808_public.xml","CATHOLIC DIOCESE OF NAKURU MISSION","2019-07-11","201931359349301808","2019-07-23T17:24:36",2018
"341772611","201812","93492135045389","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349204538_public.xml","IRISH AMERICAN ARCHIVES SOCIETY","2019-07-12","201931359349204538","2019-07-23T17:24:36",2018
"850461514","201812","93493135064989","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349306498_public.xml","SAVING PETS OUT THERE SOMEWHERE IN NEW MEXICO INC","2019-06-28","201931359349306498","2019-07-23T17:24:36",2018
"582058338","201812","93493133075109","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349307510_public.xml","RANDOLPH SHEPPARD VENDORS SERVICE CORPORATION","2019-06-28","201901339349307510","2019-07-23T17:24:36",2018
"311662706","201812","93493135037769","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349303776_public.xml","ORCHARD HOUSING DEVELOPMENT FUND COMPANY INC","2019-06-15","201911359349303776","2019-07-23T17:24:36",2018
"452894444","201812","93493135061969","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911359349306196_public.xml","SAVING MOSES","2019-06-15","201911359349306196","2019-07-23T17:24:36",2018
"815311381","201812","93493148003159","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901489349300315_public.xml","BOOTS AND BUDDIES THERAPEUTIC RIDING INC","2019-06-15","201901489349300315","2019-07-23T17:24:36",2018
"251637097","201812","93492130011879","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349201187_public.xml","MT PLEASANT TOWNSHIP COMMUNITY CENT","2019-07-12","201921309349201187","2019-07-23T17:24:36",2018
"251362757","201812","93493121002049","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941219349300204_public.xml","ODD FELLOWS AND REBEKAHS HOUSING INC","2019-06-27","201941219349300204","2019-07-23T17:24:36",2018
"364416405","201812","93493096003069","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910969349300306_public.xml","STARK COUNTY COMMUNITY UNIT SCHOOL DISTRICT 100 FOUNDATION","2019-06-27","201910969349300306","2019-07-23T17:24:36",2018
"752962703","201812","93493096002119","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910969349300211_public.xml","CHRISTIAN CAMPUS CENTER AT UTA INC","2019-06-27","201910969349300211","2019-07-23T17:24:36",2018
"262121272","201812","93493135021889","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349302188_public.xml","MOUNTAINEER SPAY NEUTER ASSISTANCE","2019-06-28","201931359349302188","2019-07-23T17:24:36",2018
"582648860","201812","93493123009769","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911239349300976_public.xml","NEW DAYS CHURCH INC","2019-06-27","201911239349300976","2019-07-23T17:24:36",2018
"263725357","201812","93493134022129","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349302212_public.xml","AGAPE COMMUNITY DEVELOPMENT CENTER","2019-07-26","201921349349302212","2019-08-15T15:27:32",2018
"362167918","201812","93493133026359","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302635_public.xml","SHEDD AQUARIUM SOCIETY","2019-06-21","201901339349302635","2019-07-23T17:24:36",2018
"461364701","201812","93493135021089","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349302108_public.xml","VOLUNTEERS INSPIRING AND ENCOURAGING POSITIVE ATTITUDE RESILIENCE AND SER","2019-06-28","201931359349302108","2019-07-23T17:24:36",2018
"455467908","201812","93493135006139","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349300613_public.xml","TEACHERS OF GOD FOUNDATION","2019-07-05","201931359349300613","2019-07-23T17:24:36",2018
"473081843","201812","93493135035139","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349303513_public.xml","DETROIT ASSOC OF BLACK ORG","2019-07-05","201931359349303513","2019-07-23T17:24:36",2018
"263936064","201812","93493133026209","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302620_public.xml","FORGOTTEN FOUNDERS INC","2019-06-21","201901339349302620","2019-07-23T17:24:36",2018
"464316933","201812","93493133062489","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349306248_public.xml","MASTERY DESIGN COLLABORATIVE INC","2019-07-12","201931339349306248","2019-08-15T15:27:32",2018
"204468893","201812","93493171001069","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911719349300106_public.xml","HEART GALLERY OF NEW MEXICO FOUNDATION","2019-07-26","201911719349300106","2019-08-15T15:27:32",2018
"416040775","201812","93493171001469","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911719349300146_public.xml","CARVER COUNTY HISTORICAL SOCIETY","2019-07-26","201911719349300146","2019-08-15T15:27:32",2018
"262811538","201812","93493148005109","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901489349300510_public.xml","INSTITUTE OF NEUROSURGICAL INNOVATION INC A NON-PROFIT PUBLIC BENEFIT CORP","2019-06-15","201901489349300510","2019-07-23T17:24:36",2018
"454553317","201812","93493130042729","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349304272_public.xml","GO MINISTRIES INTERNATIONAL INC","2019-07-05","201921309349304272","2019-07-23T17:24:36",2018
"364361525","201812","93492134033239","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931349349203323_public.xml","MIDWEST PESTICIDE ACTION CENTER","2019-06-20","201931349349203323","2019-07-23T17:24:36",2018
"471608069","201812","93493135117189","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311718_public.xml","VETERANS LEGAL INSTITUTE","2019-07-26","201931359349311718","2019-08-15T15:27:32",2018
"421433436","201812","93493165003439","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300343_public.xml","MONTGOMERY COUNTY FAMILY YMCA 2218","2019-07-26","201931659349300343","2019-08-15T15:27:32",2018
"260236431","201812","93493165005239","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931659349300523_public.xml","LEARN TO COPE INC","2019-07-26","201931659349300523","2019-08-15T15:27:32",2018
"386017760","201812","93493133028459","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349302845_public.xml","BILLY WALKER EVANGELISTIC ASSOC","2019-06-21","201901339349302845","2019-07-23T17:24:36",2018
"351124912","201812","93493169002389","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931699349300238_public.xml","LITTLE ITALY FESTIVAL TOWN INC","2019-07-26","201931699349300238","2019-08-15T15:27:32",2018
"831915060","201812","93492099000029","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201920999349200002_public.xml","AMERICAS NONPROFITS INC","2019-06-21","201920999349200002","2019-07-23T17:24:36",2018
"751517836","201812","93493168001379","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349300137_public.xml","GOODWILL INDUSTRIES OF NORTHEAST TEXAS","2019-07-26","201921689349300137","2019-08-15T15:27:32",2018
"823787129","201812","93493168001129","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349300112_public.xml","WORLD HEALTH EDUCATION FOUNDATION INC","2019-07-26","201921689349300112","2019-08-15T15:27:32",2018
"470794692","201902","93493168010829","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349301082_public.xml","LINCOLN INDEPENDENT BUSINESS ASSOCIATION FOUNDATION","2019-07-26","201921689349301082","2019-08-15T15:27:32",2018
"455572999","201812","93492134057289","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931349349205728_public.xml","PHAP QUANG TU","2019-06-20","201931349349205728","2019-07-23T17:24:36",2018
"363200155","201812","93492133022659","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901339349202265_public.xml","MANUFACTURERS REPRESENTATIVES EDUCATION RESEARCH FOUNDATION","2019-07-12","201901339349202265","2019-07-23T17:24:36",2018
"946140927","201812","93493135029689","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349302968_public.xml","NEVADA CITY LITTLE LEAGUE","2019-06-21","201931359349302968","2019-07-23T17:24:36",2018
