"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SH_05_NON_HOSPITAL_FACILITY_TYPE","SH_05_NON_HOSPITAL_NAME_L1","SH_05_NON_HOSPITAL_ADDR_L1","SH_05_NON_HOSPITAL_ADDR_CITY","SH_05_NON_HOSPITAL_ADDR_STATE","SH_05_NON_HOSPITAL_ADDR_ZIP","SH_05_NON_HOSPITAL_ADDR_L2","SH_05_NON_HOSPITAL_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","OP TESTING","NEURO SCIENCE INSTITUTE","200 SOUTH ORANGE AVENUE","LIVINGSTON","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Morahan Center","ACC - Morahan Center","200 South Orange Ave","Livingston","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Health & Wellness Center","ACC - Health & Wellness Center","200 South Orange Ave","Livingston","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Refractive/Lasik Vision","ACC - RefractiveLasik Vision","200 South Orange Ave","Livingston","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - NJCA","375 MOUNT PLEASANT AVENUE","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - CALDWELL","382 BLOOMFIELD AVENUE","CALDWELL","NJ","07006",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - ROSELAND","189 EAGLE ROCK AVENUE","ROSELAND","NJ","07068",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","101 WHIPPANY ROAD","WHIPPANY","NJ","07981",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","311 S LIVINGSTON AVENUE","LIVINGSTON","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","68 PASSAIC AVENUE","LIVINGSTON","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Physical Therapy","PHYSICAL THERAPY - MILLBURN","120 MILLBURN AVENUE","MILLBURN","NJ","07041",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","5 BROOK END DRIVE","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","787 NORTHFIELD AVENUE","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","200 MAZDABROOK ROAD","PARSIPPANY","NJ","07054",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","1150 PLEASANT VALLEY WAY","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","25 FIFTH AVENUE","HASKELL","NJ","07420",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","SLEEP LAB","SLEEP LAB - MILLBURN","96 MILLBURN AVENUE","MILLBURN","NJ","07041",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","560 BERKELEY AVENUE","ORANGE","NJ","07050",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - WESTFIELD","560 SPRINGFIELD AVENUE STE 103","WESTFIELD","NJ","07081",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","WELLNESS PROGRAM","JCC OUTREACH PROGRAM","760 NORTHFIELD AVENUE","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","35 COTTAGE STREET","BERKLEY HEIGHTS","NJ","07922",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Early Intervention","ACC - Early Intervention (craniofaCIAL)","200 South Orange Ave","Livingston","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","369 E MOUNT PLEASANT AVENUE","LIVINGSTON","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - REHAB CENTER","51 MADISON AVENUE","MADISON","NJ","07940",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Celiac Program","ACC - Celiac Program","200 South Orange Ave","Livingston","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SKILLED NURSING","76 PASSAIC AVENUE","LIVINGSTON","NJ","07039",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - SUBACUTE","59 BIRCH STREET","PATERSON","NJ","07522",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","PHLEBOTOMY STATION","OUTREACH PATHOLOGY - ATKINS KENT","101 OLD SHORT HILLS ROAD","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469","221494440","SAINT BARNABAS MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349312469_public.xml","Corporate Care","Corporate Care","101 Old Short Hills Road Suite 415","WEST ORANGE","NJ","07052",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349301862","311079309","ATRIUM MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349301862_public.xml","GENERAL MEDICAL & SURGICAL OUTPATIENT FACILITY","SOUTHWEST OHIO AMBULATORY SURGERY CENTER","295 N BREIEL BLVD","MIDDLETOWN","OH","45042",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349301862","311079309","ATRIUM MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349301862_public.xml","EMERGENCY CENTER","MASON EMERGENCY CENTER (TO JULY)","7450 Mason Montgomery Rd","MASON","OH","45040",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349301862","311079309","ATRIUM MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349301862_public.xml","HEALTH CENTER","ATRIUM HEALTH CENTER TRENTON","3590 BUSENBARK RD","TRENTON","OH","45067",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021269349300437","460233030","CHILDREN'S CARE HOSPITAL AND SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021269349300437_public.xml","OUTPATIENT REHABILITATION CENTER","1 - CHILDREN'S CARE HOSPITAL & SCHOOL","7110 JORDAN DRIVE","RAPID CITY","SD","57702",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021269349300437","460233030","CHILDREN'S CARE HOSPITAL AND SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021269349300437_public.xml","OCCUPATIONAL, PHYSICAL AND SPEECH THERAPY","2 - CHILDREN'S CARE HOSPITAL AND SCHOOL","2524 GLENN AVENUE","SIOUX CITY","IA","51106",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","CANCER TREATMENT CENTERS","1 - WEST CANCER CENTER - MIDTOWN","1588 UNION AVE","MEMPHIS","TN","38104",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","CANCER TREATMENT CENTERS","2 - WEST CANCER CENTER - SOUTHAVEN","7668 AIRWAYS BLVD","SOUTHAVEN","MS","38671",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","SPECIALISTS","3 - SUTHERLAND CARDIOLOGY CLINIC","7460 WOLF RIVER BLVD","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","SPECIALISTS","4 - UT METHODIST PHYSICIANS CARDIOLOGY - 1211","1211 UNION AVENUE SUITE 965","MEMPHIS","TN","38104",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","CANCER TREATMENT CENTERS","5 - METHODIST GERMANTOWN RADIATION ONCOLOGY CE","7945 WOLF RIVER BLVD","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","CANCER TREATMENT CENTERS","6 - WEST CANCER CENTER","7945 WOLF RIVER BLVD","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","7 - METHODIST MEDICAL GROUP - 3725 CHAMPION HI","3725 CHAMPION HILLS DR 2000","MEMPHIS","TN","38125",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","IMAGING & DIAGNOSTIC CENTER","8 - METHODIST DIAGNOSTIC CENTER - MIDTOWN","1801 UNION AVENUE","MEMPHIS","TN","38104",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","9 - METHODIST MEDICAL GROUP - 8115 COUNTRY VIL","8115 COUNTRY VILLAGE","CORDOVA","TN","38016",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","CANCER TREATMENT CENTERS","10 - WEST CANCER CENTER - BRIGHTON","240 GRANDVIEW DR","BRIGHTON","TN","38011",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","IMAGING & DIAGNOSTIC CENTER","11 - MARGARET WEST COMPREHENSIVE BREAST CENTER","7945 WOLF RIVER BLVD","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","SPECIALISTS","12 - UT METHODIST PHYSICIANS CARDIOLOGY - 900 N","900 N 7TH STREET","WEST MEMPHIS","AR","72301",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","SPECIALISTS","13 - GERMANTOWN INTERNAL MEDICINE ASSOCIATES","6401 POPLAR AVE 530","MEMPHIS","TN","38119",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","14 - METHODIST MEDICAL GROUP - 6570 SUMMER OAKS","6570 SUMMER OAKS COVE","BARTLETT","TN","38134",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","15 - METHODIST MEDICAL GROUP - 1533 UNION","1533 UNION AVE","MEMPHIS","TN","38104",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","16 - METHODIST MEDICAL GROUP - 9047 POPLAR","9047 POPLAR AVE 105","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","17 - METHODIST MEDICAL GROUP - 1325 EASTMORELAN","1325 EASTMORELAND 150","MEMPHIS","TN","38104",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MINOR MEDICAL CENTER","18 - URGENT CARE (LE BONHEUR) - MEMPHIS","8071 WINCHESTER RD","MEMPHIS","TN","38125",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","19 - METHODIST MEDICAL GROUP - 6401 POPLAR STE","6401 POPLAR AVE 400","MEMPHIS","TN","38119",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","SPECIALISTS","20 - UT METHODIST PHYSICIANS TRANSPLANT","1265 UNION AVENUE SHERARD WING 1ST","MEMPHIS","TN","38104","FLOOR",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","21 - METHODIST MEDICAL GROUP - 3590 NEW COVINGT","3950 NEW COVINGTON PIKE 110","MEMPHIS","TN","38128",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","22 - METHODIST MEDICAL GROUP - 1325 EASTMORELAN","1325 EASTMORELAND AVENUE SUITE 245","MEMPHIS","TN","38104",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","23 - UT METHODIST PHYSICIANS - PRIMARY CARE","57 GERMANTOWN COURT SUITE 100","MEMPHIS","TN","38018",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","24 - METHODIST MEDICAL GROUP - 5182 SANDERLIN","5182 SANDERLIN 3","MEMPHIS","TN","38117",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","IMAGING & DIAGNOSTIC CENTER","25 - METHODIST DIAGNOSTIC CENTER - GERMANTOWN","1377 S GERMANTOWN RD","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","26 - METHODIST MEDICAL GROUP - 1880 OLD HWY 51","1880 OLD HIGHWAY 51 S SUITE C","BRIGHTON","TN","38011",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","27 - METHODIST MEDICAL GROUP - 7690 WOLF RIVER","7690 WOLF RIVER CIRCLE","GERMANTOWN","TN","38138",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","28 - METHODIST MEDICAL GROUP - 3789 COVINGTON P","3789 COVINGTON PIKE","BARTLETT","TN","38135",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","MYMD CLINICS","29 - METHODIST MEDICAL GROUP - 7550 WOLF RIVER","7550 WOLF RIVER BLVD 103","GERMANTOWN","TN","38138",NA,NA
