"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","FacilityNum","SH_05_HOSPITAL_WEBSITE","SH_05_HOSPITAL_STATE_LIC_NUM","SH_05_HOSPITAL_LIC_X","SH_05_HOSPITAL_MEDICAL_X","SH_05_HOSPITAL_TEACHING_X","SH_05_HOSPITAL_ER_24HOURS_X","SH_05_HOSPITAL_FACILITY_GROUP","SH_05_HOSPITAL_NAME_L1","SH_05_HOSPITAL_ADDR_L1","SH_05_HOSPITAL_ADDR_CITY","SH_05_HOSPITAL_ADDR_STATE","SH_05_HOSPITAL_ADDR_ZIP","SH_05_HOSPITAL_CHILDREN_X","SH_05_HOSPITAL_OTH","SH_05_HOSPITAL_RSRCH_FACILITY_X","SH_05_HOSPITAL_CRITICAL_ACCESS_X","SH_05_HOSPITAL_ADDR_L2","SH_05_HOSPITAL_ER_OTH_X","SH_05_HOSPITAL_SUBORD_EIN","SH_05_HOSPITAL_NAME_L1.1","SH_05_HOSPITAL_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021409349302122","371208459","St Joseph's Hospital - Hospital Sisters - Third Order of St Francis","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021409349302122_public.xml","1","WWW.STJOEBREESE.COM","0002527","X","X",NA,"X",NA,"ST JOSEPH'S HOSPITAL","9515 HOLY CROSS LANE","BREESE","IL","622300099",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349310985","752428911","METHODIST CHILDREN'S HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349310985_public.xml","1","WWW.COVENANTCHILDRENS.ORG","8638","X","X",NA,"X",NA,"METHODIST CHILDREN'S HOSPITAL","4015 22ND PLACE","LUBBOCK","TX","79410","X",NA,"X",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031329349301233","810851756","WELLSTAR NORTH FULTON HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031329349301233_public.xml","1","WWW.WELLSTAR.ORG","060-711","X","X",NA,"X",NA,"WELLSTAR NORTH FULTON HOSPITAL","3000 HOSPITAL BOULEVARD","ROSWELL","GA","300764915",NA,NA,NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021479349300107","350811197","FAIRBANKS HOSPITAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021479349300107_public.xml","1","WWW.FAIRBANKSCD.ORG","83-5-1-PI-P","X",NA,NA,NA,NA,"FAIRBANKS HOSPITAL INC","8102 CLEARVISTA PARKWAY","INDIANAPOLIS","IN","46256",NA,"LICENSED PRIVATE MENTAL HEALTH INSTITUTION",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349302823","870543342","MOAB VALLEY HEALTHCARE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933169349302823_public.xml","1","WWW.MRHMOAB.ORG","2013-HOSP-45117","X","X",NA,"X",NA,"MOAB VALLEY HEALTHCARE INC","450 WEST WILLIAMS WAY","MOAB","UT","845320998",NA,NA,NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349305039","030107360","Brattleboro Retreat","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349305039_public.xml","1","www.brattlebororetreat.org","841","X",NA,NA,NA,NA,"Brattleboro Retreat","1 Anna Marsh Lane","Brattleboro","VT","05301",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349308236","743177454","RICHMOND MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349308236_public.xml","1",NA,"7004010H","X","X","X","X",NA,"RICHMOND MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10310",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309024","111631796","NEWYORK-PRESBYTERIANBROOKLYN METHODIST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309024_public.xml","1","WWW.NYP.ORG/BROOKLYN","7001021H","X","X","X","X",NA,"NYPBROOKLYN METHODIST","506 SIXTH STREET","BROOKLYN","NY","11215",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011759349300241","610461753","METHODIST HEALTH INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011759349300241_public.xml","1",NA,"100173","X","X",NA,"X",NA,"METHODIST HOSPITAL","1305 N ELM STREET","HENDERSON","KY","42420",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011759349300241","610461753","METHODIST HEALTH INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011759349300241_public.xml","2",NA,"600057","X",NA,NA,"X",NA,"METHODIST HOSPITAL UNION COUNTY","4604 US HWY 60 W","MORGANFIELD","KY","42437",NA,NA,NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000079349300500","251340370","GROVE CITY MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000079349300500_public.xml","1","www.grovecitymedical.org","210801","X","X",NA,"X",NA,"Grove City Medical Center","631 N Broad Street Extension","Grove City","PA","16127",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349304286","381459362","WILLIAM BEAUMONT HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349304286_public.xml","1","WWW.BEAUMONT.ORG","630030","X","X","X","X","A","BEAUMONT HOSPITAL ROYAL OAK","3601 WEST THIRTEEN MILE","ROYAL OAK","MI","48073","X",NA,"X",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349304286","381459362","WILLIAM BEAUMONT HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349304286_public.xml","2","WWW.BEAUMONT.ORG","630160","X","X","X","X","A","BEAUMONT HOSPITAL TROY","44201 DEQUINDRE","TROY","MI","48085",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349304286","381459362","WILLIAM BEAUMONT HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349304286_public.xml","3","WWW.BEAUMONT.ORG","820030","X","X","X","X","A","BEAUMONT HOSPITAL GROSSE POINTE","468 CADIEUX","GROSSE POINTE","MI","48230",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032039349300418","736617937","McCurtain Memorial Medical","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032039349300418_public.xml","1","www.mmhok.com","2202","X","X",NA,"X",NA,"McCurtain Memorial Medical Management","1301 E Lincoln Rd","Idabel","OK","74745",NA,NA,NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011279349302306","830300467","POWELL VALLEY HEALTH CARE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011279349302306_public.xml","1",NA,NA,"X",NA,NA,"X",NA,"POWELL VALLEY HOSPITAL","777 AVENUE H","POWELL","WY","82435",NA,NA,NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001769349300915","350868157","SAINT JOSEPH REGIONAL MEDICAL CENTER-","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001769349300915_public.xml","1","WWW.SJMED.COM/MISHAWAKA-MEDICAL-CENTER","LICENSE #18-005012-1","X","X","X","X",NA,"ST JOSEPH REG MED CTR-SOUTH BEND CAMPUS","5215 HOLY CROSS PARKWAY","MISHAWAKA","IN","46544",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903179349305000","570828733","Roper Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903179349305000_public.xml","1","http://www.rsfh.com/roper-hospital","HTL-0063","X","X",NA,"X",NA,"Roper Hospital Inc","316 Calhoun Street","Charleston","SC","29401",NA,"Rehab",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943059349301889","160762843","Kenmore Mercy Hospital","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943059349301889_public.xml","1","www.chsbuffalo.org","1404000H","X","X",NA,"X",NA,"Kenmore Mercy Hospital","2950 Elmwood Ave","Kenmore","NY","14217",NA,"Ambulatory Surgery - Multi Specialty",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011419349300201","250585280","ELK REGIONAL HEALTH CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011419349300201_public.xml","1","WWW.PHHEALTHCARE.ORG","010901","X",NA,NA,"X",NA,"ELK REGIONAL HEALTH CENTER","763 JOHNSONBURGH ROAD","ST MARYS","PA","15857",NA,"SKILLED NURSING PHYSICIAN OFFICES",NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012309349302266","010215911","Mid Coast Hospital","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012309349302266_public.xml","1","www.midcoasthealth.com","38168","X","X",NA,"X",NA,"Mid Coast Hospital","123 Medical Center Drive","Brunswick","ME","04011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349305134","951643347","REDLANDS COMMUNITY HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349305134_public.xml","1","REDLANDSHOSPITAL.ORG",NA,"X","X",NA,"X",NA,"REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD","REDLANDS","CA","92373",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349302847","430688874","SSM Health Care of Wisconsin Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349302847_public.xml","1","https://www.ssmhealth.com/locations/st-marys-hospital-madison","71","X","X","X","X","A","SSM Health St Mary's Hospital - Madison","700 SOUTH PARK STREET","MADISON","WI","53715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349302847","430688874","SSM Health Care of Wisconsin Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349302847_public.xml","2","https://www.ssmhealth.com/locations/st-clare-hospital-baraboo","65","X","X","X","X","B","SSM Health St Clare Hospital - Baraboo","707 FOURTEENTH STREET","BARABOO","WI","53913",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349302847","430688874","SSM Health Care of Wisconsin Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349302847_public.xml","3","https://www.ssmhealth.com/locations/st-marys-hospital-janesville","318","X","X","X","X","C","SSM Health St Mary's Hospital - Janesville","3900 E RACINE ST","JANESVILLE","WI","53546",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031709349301418","850442957","Clayton Health Systems Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031709349301418_public.xml","1","www.ugch.net","3060","X",NA,NA,"X",NA,"Union County General Hospital","300 Wilson Street","Clayton","NM","88415",NA,"1 provider based rural health clinic",NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022309349302987","810236460","MADISON VALLEY HOSPITAL ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022309349302987_public.xml","1","WWW.MVMEDCENTER.ORG",NA,"X",NA,NA,"X",NA,"MADISON VALLEY MEDICAL CENTER","305 NORTH MAIN STREET","ENNIS","MT","59729",NA,"RURAL HEALTH CLINIC",NA,"X",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001339349301410","141347719","St Mary's Healthcare","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001339349301410_public.xml","1","https://www.smha.org/","2801001H","X","X",NA,"X",NA,"St Mary's Healthcare","427 Guy Park Avenue","Amsterdam","NY","120101054",NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031779349301413","462288155","MERCY HOSPITAL ADA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031779349301413_public.xml","1","WWW.MERCY.NET/ABOUT","2286","X","X",NA,"X",NA,"MERCY HOSPITAL ADA INC","430 N MONTE VISTA STREET","ADA","OK","74820",NA,NA,NA,NA,NA,NA,NA,NA,NA
