"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SF_03_FRGN_INDIV_GRANT_REGION","SF_03_FRGN_INDIV_GRANT_NUM_INDIV","SF_03_FRGN_INDIV_GRANT_AMT","SF_03_FRGN_INDIV_GRANT_TYPE","SF_03_FRGN_INDIV_GRANT_DISBMT","SF_03_FRGN_INDIV_GRANT_NC_MOV","SF_03_FRGN_INDIV_GRANT_NC_AMT","SF_03_FRGN_INDIV_GRANT_NC_DESC"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349310714","042239743","ASSOCIATION OF FIELD ORNITHOLOGISTSINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349310714_public.xml","SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,","17","25412","BERGSTROM FUNDS ARE AWARDED TO AVIAN RESEARCH RECIPIENTS AFTER SUBMITTING AN APPLICATION DESCRIBING THE SPECIFIC RESEARCH OR ANALYSIS PROJECT THEY WILL BE WORKING ON. AFTER THE RESEARCH PROJECT IS COMPLETE THE AWARD RECIPIENT IS EXPECTED TO PRESENT THE RESULTS OF THEIR RESEARCH AT AN ANNUAL MEETING OF THE ASSOCIATION OF FIELD ORNITHOLOGISTS. GRANT MONIES ARE NOT MONITORED FOR SPECIFIC USAGE.","CHECK OR DIRECT BANK TRANSFER","FMV",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940959349300349","204390622","Israeli Pediatric Brain Tumor Foundation Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940959349300349_public.xml","Middle East and North Africa","1","6300","Medicval research","Check",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349319139","362202880","AMERICAN PUBLIC WORKS ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349319139_public.xml","NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES","6","5349","EDUCATIONAL SCHOLARSHIPS TO STUDENTS","CASH",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,","3","2050","EQUIPMENT, TRAINING AND COMPETITION GRANT.","WIRE/CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,","24","19500","EQUIPMENT, TRAINING AND COMPETITION GRANT.","WIRE/CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU","66","69506","EQUIPMENT, TRAINING AND COMPETITION GRANT.","WIRE/CHECK","FAIR MARKET VALUE","9715","SPORTS RELATED EQUIPMENT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES","63","65824","EQUIPMENT, TRAINING AND COMPETITION GRANT.","WIRE/CHECK","FAIR MARKET VALUE","5146","SPORTS RELATED EQUIPMENT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,","55","58790","EQUIPMENT, TRAINING AND COMPETITION GRANT","WIRE/CHECK","FAIR MARKET VALUE","13711","SPORTS RELATED EQUIPMENT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,","12","5350","EQUIPMENT, TRAINING AND COMPETITION GRANT","WIRE/CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,","36","29610","EQUIPMENT, TRAINING AND COMPETITION GRANT","WIRE/CHECK","FAIR MARKET VALUE",NA,"SPORTS RELATED EQUIPMENT"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,","4","4250","EQUIPMENT, TRAINING AND COMPETITION GRANT","WIRE/CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255","330739596","CHALLENGED ATHLETES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301255_public.xml","RUSSIA AND NEIGHBORING STATES - ARMENIA, AZERBIJAN, BELARUS,","2","1500","EQUIPMENT, TRAINING AND COMPETITION GRANT","WIRE/CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","Central America and the Caribbean","2","88080","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","East Asia and the Pacific","41","1625277","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","Europe (Including Iceland and Greenland)","30","1712728","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","North America","12","574074","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","South America","4","209240","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","South Asia","3","93190","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","Sub-Saharan Africa","6","241324","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","Middle East and North Africa","2","140260","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005","060646623","Fairfield University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001559349301005_public.xml","Russia and the Newly Independent States","4","184130","SCHOLARSHIP",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349301372","731195514","THE SEPM FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349301372_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIU","11","5500","SCHOLARSHIP","CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349301372","731195514","THE SEPM FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349301372_public.xml","NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES","11","4500","SCHOLARSHIP","CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349301372","731195514","THE SEPM FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349301372_public.xml","EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,","3","1500","SCHOLARSHIP","CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","7","71000","BEYOND THE NET","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND)","1","21818","SPONSORSHIP","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","NORTH AMERICA","2","10525","BEYOND THE NET","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","RUSSIA AND NEIGHBORING STATES","1","5000","BEYOND THE NET","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","SOUTH AMERICA","6","58400","BEYOND THE NET","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","SOUTH AMERICA","1","17000","SPONSORSHIP","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","SUB-SAHARAN AFRICA","4","45150","BEYOND THE NET","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105","541650477","INTERNET SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903089349302105_public.xml","SUB-SAHARAN AFRICA","2","16658","SPONSORSHIP","EFT OR WIRE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922499349300507","330782023","ITS ABOUT KIDS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922499349300507_public.xml","Ecuador","650","120882","Education, shelter, food, clothing",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114","621049974","AMERICAN INSTITUTE IN TAIWAN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114_public.xml","EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,","1","20320","ALUMNI PROJECT ""EMPOWERING DISASTER RESILIENT COMMUNITIES IN ASIA""","WIRE TRANSFER",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114","621049974","AMERICAN INSTITUTE IN TAIWAN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114_public.xml","EAST ASIA AND THE PACIFIC","1","16000","SUPPORT FOR MOBILE AMERICAN CORNER PROGRAMS","WIRE TRANSFER",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114","621049974","AMERICAN INSTITUTE IN TAIWAN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114_public.xml","EAST ASIA AND THE PACIFIC","1","10354","TAICHUNG AMERICAN CORNER","WIRE TRANSFER",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114","621049974","AMERICAN INSTITUTE IN TAIWAN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349302114_public.xml","EAST ASIA AND THE PACIFIC","1","7000","SUPPORT FOR KAOHSIUNG AMERICAN CORNER PROGRAMS","WIRE TRANSFER",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903099349300300","112509831","Beis Midrash of Queens","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903099349300300_public.xml","Middle East","80","153755","Charitable","Wire/Check",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349303853","592918100","INTERNATIONAL FOP ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349303853_public.xml","SUB-SAHARAN AFRICA","1",NA,"HAROLD & ELAINE KAPLAN QUALITY OF L.I.F.E. AWARDS",NA,"FMV","1525","L.I.F.E. AWARD RECIPIENTS RECEIVE A $1,500 GRANT TO PURCHASE ITEMS/SERVICES THAT IMPROVE THEIR QUALIFY OF LIFE. ITEMS/SERVICES ARE PURCHASED DIRECTLY BY THE IFOPA AND THEN GIVEN TO RECIPIENTS. RECIPIENTS MAY CHOOSE TO USE THEIR GRANT ALL AT ONCE OR IN INCREMENTS."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349303853","592918100","INTERNATIONAL FOP ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349303853_public.xml","SOUTH AMERICA","3",NA,"HAROLD & ELAINE KAPLAN QUALITY OF L.I.F.E. AWARDS",NA,"FMV","3947","L.I.F.E. AWARD RECIPIENTS RECEIVE A $1,500 GRANT TO PURCHASE ITEMS/SERVICES THAT IMPROVE THEIR QUALIFY OF LIFE. ITEMS/SERVICES ARE PURCHASED DIRECTLY BY THE IFOPA AND THEN GIVEN TO RECIPIENTS. RECIPIENTS MAY CHOOSE TO USE THEIR GRANT ALL AT ONCE OR IN INCREMENTS."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349306829","731295987","Cameneti Ministries Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349306829_public.xml","Europe (Including Iceland & Greenland) -","1","1200","Benevolent living expenses","Check","FMV",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349309381","261215705","SOUTHEAST COASTAL OCEAN OBSERVING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349309381_public.xml","BRAZIL","1","63525","SCIENTIFIC RESEARCH- SERVICE PROVIDER FOR PYTHON ANALYSIS TOOLS FOR OCEANOGRAPHERS","WIRE TRANSFER",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","Central America and the Caribbean","2275",NA,"Wheelchair distribution",NA,"FMV","849826","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","East Asia and the Pacific","1814",NA,"Wheelchair distribution",NA,"FMV","677620","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","Europe (Including Iceland & Greenland)","1765",NA,"Wheelchair distribution",NA,"FMV","659316","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","Middle East and North Africa","1081",NA,"Wheelchair distribution",NA,"FMV","403808","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","South America","2367",NA,"Wheelchair distribution",NA,"FMV","884193","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","North America","2597",NA,"Wheelchair distribution",NA,"FMV","970109","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","South Asia","640",NA,"Wheelchair distribution",NA,"FMV","239072","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211","953402002","Joni and Friends","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349308211_public.xml","Sub-Saharan Africa","2519",NA,"Wheelchair distribution",NA,"FMV","940972","Refurbished Wheelchairs distributed to disabled individuals"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923209349300912","205881456","KIDS INTERNATIONAL MINISTRIES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923209349300912_public.xml","EAST ASIA AND THE PACIFIC",NA,"172922","FOR SHORTLONG TERM MISSIONARY",NA,"BOOK",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031679349301138","232056390","BUCKS COUNTY ORGANIZATION FOR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031679349301138_public.xml","CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,","15","6250","SCHOLARSHIPS FOR STUDENTS ATTENDING THE UNIVERSITY OF THE VALLEY OF GUATEMALA IN ALTIPLANO.","CASH","FMV",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030839349300408","160759798","Daemen College","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030839349300408_public.xml","North America (including Canada and Mexico, but not the United States)","24","975131","Student Financial Aid","app to tuition stmt","book","0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030839349300408","160759798","Daemen College","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030839349300408_public.xml","North America (including Canada and Mexico, but not the United States)","9","35720","Daemen Work Program","wages","book","0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933159349300018","472656533","UP Global Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933159349300018_public.xml","Sub-Saharan Africa","36","38183","Evangelistic Missions Support","Cash",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913099349301411","521580447","AFRICAN ECONOMIC RESEARCH CONSORTIUM","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913099349301411_public.xml","SUB-SAHARAN AFRICA","25","331956","COLLABORATIVE MASTER'S AND DOCTORAL PROGRAMS","WIRE/ELECTRONIC TRANSFER AND CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913099349301411","521580447","AFRICAN ECONOMIC RESEARCH CONSORTIUM","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913099349301411_public.xml","SUB-SAHARAN AFRICA","118","1336900","RESEARCH GRANTS","WIRE/ELECTRONIC TRANSFER AND CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913099349301411","521580447","AFRICAN ECONOMIC RESEARCH CONSORTIUM","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913099349301411_public.xml","SUB-SAHARAN AFRICA","17","55542","COMMUNICATIONS AND PUBLICATIONS","WIRE/ELECTRONIC TRANSFER AND CHECK",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349305303","562161324","EAST CHAPEL HILL ROTARY CLUB FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931339349305303_public.xml","CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,","500",NA,"DENTAL CARE AND COMPUTERS FOR STUDENTS IN NICARAGUA.",NA,"FMV","18890","A GROUP OF DENTISTS AND DENTAL ASSISTANTS ARE SENT TO NICARAGUA TO PROVIDE DENTAL CARE FOR CHILDREN."
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012309349302501","260800220","MAKE A DIFFERENCE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012309349302501_public.xml","SUB-SAHARAN AFRICA","500",NA,"PROVIDED TUITION, TEXT BOOKS, UNIFORMS, SHOES, AND OTHER SUPPLIES TO CHILDREN FROM TANZANIA AND SYRIA.",NA,"FMV","79127","TUITION, TEXT BOOKS, UNIFORMS, SHOES, AND OTHER SUPPLIES"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902139349300740","680331455","GRACE FAMILY VINEYARDS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902139349300740_public.xml","EAST ASIAN CAMBODIA, CHINA AND THAILAND","2","21105","SCHOOL TUITION, MEDICAL ASSISTANCE AND ORPHANAGE","ELECTRONIC WIRE AND CHECK",NA,"0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902139349300740","680331455","GRACE FAMILY VINEYARDS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902139349300740_public.xml","SOUTH ASIA-NEPAL","5","31475","SCHOOL TUITION, EARTHQUAKE ASSISTANCE","ELECTRONIC WIRE",NA,"0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902139349300740","680331455","GRACE FAMILY VINEYARDS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902139349300740_public.xml","SOUTH AFRICA","2","1150","SCHOOL TUITION, GENERAL ASSISTANCE","ELECTRONIC WIRE",NA,"0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030929349300223","756001300","DALLAS BAPTIST UNIVERSITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030929349300223_public.xml","CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,","17","131318","SCHOLARSHIPS","PAID TO UNIVERSITY FOR TUITION",NA,NA,NA
