"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SN_01_LTD_ASSET_DIST_DESC","SN_01_LTD_ASSET_DIST_DATE","SN_01_LTD_ASSET_DIST_FMV","SN_01_LTD_ASSET_DIST_FMV_METHOD","SN_01_LTD_RECIP_NAME_PERS","SN_01_LTD_RECIP_EIN","SN_01_LTD_RECIP_IRC_SECTION","SN_01_LTD_RECIP_ADDR_L1","SN_01_LTD_RECIP_ADDR_CITY","SN_01_LTD_RECIP_ADDR_STATE","SN_01_LTD_RECIP_ADDR_ZIP","SN_01_LTD_RECIP_NAME_ORG_L1","LiquidationOfAssetsTableGrp","DirectorOfSuccessor2Ind","EmployeeOfSuccessor2Ind","OwnerOfSuccessor2Ind","ReceiveCompensation2Ind","AssetsDistributedInd","RequiredToNotifyAGInd","AttorneyGeneralNotifiedInd","LiabilitiesPaidInd","BondsOutstandingInd","BondLiabilitiesDischargedInd","DirectorOfSuccessorInd","EmployeeOfSuccessorInd","OwnerOfSuccessorInd","ReceiveCompensationInd","SN_01_LTD_RECIP_ADDR_L2","SN_01_LTD_RECIP_ADDR_CNTR","SN_01_LTD_RECIP_NAME_ORG_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021889349201547","823426863","CREATING A MORE MOBILE COMMUNITY","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021889349201547_public.xml","CASH","2019-06-30","964","FMV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900739349301405","465558241","MEMPHIS DATA PARTNERS FOR CHILDREN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900739349301405_public.xml","CASH","2019-03-11","4837",NA,NA,"452464843","501(C)(3)","600 JEFFERSON AVENUE","MEMPHIS","TN","38105","SEEDING SUCCESS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349301334","473813968","ONE FOR ISRAEL","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041979349301334_public.xml","CASH, FIXED ASEETS AND OTHER ASSETS LESS LIABILITIES","2019-08-31","1829635","BOOK VALUE",NA,"611901718","501(C)(3)","1300 GLADE RD","COLLEYVILLE","TX","76034","ONE FOR ISRAEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","Jacaranda","2018-12-31","47124003","VARIOUS","LP 1B REIT INC","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","PARK PLACE AT BAY MEADOWS","2018-12-31","207013161","VARIOUS","LP 1B REIT INC","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","THE LOFTS PORTFOLIO","2018-12-31","176060836","VARIOUS","LP 1B REIT INC","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","THE RESERVE AT 4S RANCH","2018-12-31","199242043","VARIOUS","LP 1B REIT INC","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","RIVERSIDE BLUFFS REALTY CORPORATION","2018-12-31","60550750","VARIOUS","LP 1B REIT INC","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","ONTARIO INDUSTRIAL PARTNERS, INC.","2018-12-31","98844644","VARIOUS","The Mart Realty Holding Co","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081","134007616","The Mart Realty Holding Co","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349313081_public.xml","INLAND EMPIRE","2018-12-31","148208672","VARIOUS","LP 1B REIT INC","134007616","REIT","PO BOX 5005","NEW YORK","NY","101635005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900529349301500","820202060","IDAHO ALPHA OF SIGMA ALPHA EPSILON","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900529349301500_public.xml","NO ASSETS WERE AVAILABLE AT DISSOLUTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900589349200200","474774032","MONADNOCK RESTORATIVE COMMUNITY","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900589349200200_public.xml","NO ASSETS REMAINED TO BE DISTRIBUTED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031369349202653","680379365","CONTRA COSTA KOPS FOR KIDS","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031369349202653_public.xml","NONE","2019-06-30","0","N/A","NA",NA,"N/A","N/A","CONCORD","CA","94520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941309349303094","570941987","AIDS BENEFIT FOUNDATION OF SC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941309349303094_public.xml","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021","202122006","MONARCH PARENTS FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021_public.xml","LEGAL SERVICES","2018-09-11","1050","CASH","WITHERSPOON KELLY PS","911083732","CORP","605 NW BLVD STE 300","COEUR D ALENE","ID","83814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021","202122006","MONARCH PARENTS FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021_public.xml","LEGAL SERVICES","2018-11-08","150","CASH","WITHERSPOON KELLY PS","911083732","CORP","605 NW BLVD STE 300","COEUR D ALENE","ID","83814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021","202122006","MONARCH PARENTS FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021_public.xml","ACCOUNTING SERVICES","2019-01-19","2700","CASH","WILLIAMS PARSONS PC","820496415","PROF SERV","708 SUPERIOR ST","SANDPOINT","ID","83864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021","202122006","MONARCH PARENTS FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910789349300021_public.xml","FINAL DISTRIBUTION","2019-01-25","2200","CASH","SKY'S THE LIMIT FOUNDATION","272592172","501(C)3","510A VALLEY WAY","MILPITAS","CA","95035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042059349301319","392020734","BAY AREA MEDICAL CENTER FOUNDATION INC","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042059349301319_public.xml","AURORA HEALTH CARE FOUNDATION, INC.","2019-04-01","826858",NA,NA,"396044569","501(C)(3)","PO BOX 341880","MILWAUKEE","WI","53234","AURORA HEALTH CARE FOUNDATION INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922749349300107","481252838","LOVING ARMS LEARNING CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922749349300107_public.xml","CASH","2019-12-31","2739",NA,"SOFTWARE INSURANCE CHARITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349300316","232384986","SH REALTY CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349300316_public.xml","TRANSFER OF NET ASSETS","2018-09-12","4564465","FMV","SACRED HEART HOSPITAL OF ALLENTOWN","231352208","503(C)(3)","421 W CHEW STREET","ALLENTOWN","PA","181044399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921359349204887","421720615","GALE SAYERS FOUNDATION INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921359349204887_public.xml","CASH CONTRIBUTION","2019-05-15","400",NA,NA,NA,"GOVERNMENTAL","9510 S PROSPECT AVE","CHICAGO","IL","60643","VANDERPOEL ELEMENTARY MAGNET SCHOOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302700","582143107","GWINNETT MEDICAL GROUP INC","2019","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001919349302700_public.xml","ALL ASSETS- SEE PART 3","2019-08-28",NA,NA,"NORTHSIDE HOSPITAL INC","581954432","501(C)(3)","1000 JOHNSON FERRY ROAD NE","ATLANTA","GA","30342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921279349201202","813763231","SOUTHERN CALIFORNIA SOCCER LEAGUE","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921279349201202_public.xml","BANK BALANCE OF $385","2018-12-31",NA,"BANK BALANCE",NA,NA,NA,"502 S SIEVERS","BREA","CA","92821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921409349200857","752983402","THE NATURAL STEP NETWORK","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921409349200857_public.xml","THERE WERE NO ASSETS TO DISTRIBUTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903059349300000","351903507","AMELIA BROWN FRAZIER REHAB CTR INC BOARD DIR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903059349300000_public.xml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","false","true","false","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930879349301208","161414210","ORLEANS HABITAT FOR HUMANITY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930879349301208_public.xml","CASH","2019-01-18","6019","ACTUAL",NA,"166059252","501(C)(3)","409-411 STATE STREET","ALBION","NY","14411","COMMUNITY ACTION OF ORLEANS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313339","131810859","DIRECT MARKETING ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349313339_public.xml","TRANSFER OF ASSETS AND LIABILITIES","2018-06-30","2926574","FMV",NA,"130453230","501(C)(6)","10 GRAND CENTRAL 155 E 44TH STREET","NEW YORK","NY","10017","ASSOCIATION OF NATIONAL ADVERTISERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349200950","261455372","ST TAMMANY DEVELOPMENT FOUNDATION INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349200950_public.xml","THIS ORGANIZATION OPERATES ON A CO-OPERATIVE BASIS TO SUPPORT AND ASSIST THE ST. TAMMANY PARISH DEVELOPMENT DISTRICT AND HAS NO ASSETS TO DISTRIBUTE.","2018-06-21","0","N/A",NA,"720931286","501(C)(6)","21489 KOOP DRIVE NO 7","MANDEVILLE","LA","70471","ST TAMMANY ECONOMIC DEVELOPMENT FOUNDATION INC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922319349300517","455434070","Pelican Bomb","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922319349300517_public.xml","Cash - Payroll Taxes Due","2019-07-15","12604","Cash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349200139","562023749","Hope Haven Foundation Inc","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349200139_public.xml","Real estate located at 3815 N Tryon St, Charlotte, NC 28206","2018-07-31","11450200","county tax appraisal",NA,"581314284","501(c)(3)","3815 N Tryon Street","Charlotte","NC","28206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912199349301001","431832367","KCT INTERMODAL TRANSPORTATION CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912199349301001_public.xml",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","false","false","false","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349203075","521100937","THE UNIVERSITY OF MARYLAND ST JOSEPH","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349203075_public.xml","CASH","2019-06-24","22938","CASH",NA,"521681044","501(C)(3)","7601 OSLER DRIVE","TOWSON","MD","21204","UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER FOUNDATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
