"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_03_PROG_DESC","F9_03_PROG_GRANT","F9_03_PROG_EXP","F9_03_PROG_EXP.1","F9_03_PROG_DESC.1","F9_03_PROG_GRANT_FRGN_X","F9_03_PROG_REV","F9_03_PROG_REV.1","F9_03_PROG_EXP.2","F9_03_PROG_REV.2","F9_03_PROG_DESC.2","F9_03_PROG_GRANT.1","F9_03_PROG_GRANT.2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201421269349200807","237408533","DRESDEN CEMETERY ASSOCIATION","2013","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201421269349200807_public.xml","CEMETERY ASSOCIATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201733069349201233","541512492","International Society for Individual Liberty (DBA Liberty International)","2016","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201733069349201233_public.xml","PLEASE SEE THE FULL LIST OF ACCOMPLISHMENTS IN SCH. O","50920","122575",NA,NA,"X",NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313","226082849","COMMUNICATION WORKERS OF AMERICA","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313_public.xml","CWA LOCAL 1014 IS PART OF THE COMMUNICATIONS WORKERS OF AMERICA. THE CWA REPRESENTS 700,000 WORKERS IN PRIVATE AND PUBLIC SECTOR EMPLOYMENT IN THE UNITED STATES, CANADA AND PUERTO RICO IN 1,200 CHARTERED CWA LOCAL UNIONS. IN 10,000 COMMUNITIES ACROSS THE UNITED STATES, CWA MEMBERS WORK IN TELECOMMUNICATIONS AND INFORMATION TECHNOLOGY, THE AIRLINE INDUSTRY, NEWS MEDIA, BROADCAST AND CABLE TELEVISION, EDUCATION, HEALTH CARE AND PUBLIC SERVICE, LAW ENFORCEMENT, MANUFACTURING AND OTHER FIELDS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201211019349200751","237080592","SAGINAW ELECTRICAL TRADES","2011","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201211019349200751_public.xml","ACQUIRE AND HOLD REAL PROPERTY FOR LABOR UNION OFFICES AND MAKE AVAILABLE TO SAID UNIONS A FACILITY FOR LABOR MEETINGS AND FUNCTIONS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201203199349202615","208039088","Topeka Golden Giants Association","2011","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201203199349202615_public.xml","The Golden Giants provides an opportunity for approximately 60 young men to play summer baseball against other teams in the Midwest",NA,"2844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201800109349200500","030269278","COPLEY HOSPITAL AUXILIARY INC","2016","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201800109349200500_public.xml","SECOND CHANCE SELLS USED CLOTHING ON A CONSIGNMENT BASIS TO A COMMUNITY OF 15,000 PEOPLE. THE CLOTHING IS SOLD AT A REASONABLE PRICE. THE GIFT SHOP AT COPLEY HOSPITAL, INC SELLS CANDY, FLOWERS, CARDS, AND GIFTS TO PATIENTS, VISITORS, AND EMPLOYEES. NET PROCEEDS ARE DONATED TO COPLEY HEALTH SYSTEMS,INC AND COPLEY HOSPITAL, INC FOR CAPITAL PURCHASES, FUNDING OF ENDOWMENT, EDUCATIONAL EXPENSES FOR HOSPITAL EMPLOYEES, AND SPECIAL PROGRAMS THE HOSPITAL PROVIDES TO THE MEMBERS OF THE COMMUNITY.","78000","152327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332","273932630","INSTITUTE FOR INTEGRATED ECONOMIC RESEARCH","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332_public.xml","Continued work on resource workflow modeling in collaboration with Imperial College in London.","0","1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332","273932630","INSTITUTE FOR INTEGRATED ECONOMIC RESEARCH","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332_public.xml","Continued a research cooperation with Stanford University (California) in order to build net energy calculation frameworks as publicly available open-source models","0","2242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332","273932630","INSTITUTE FOR INTEGRATED ECONOMIC RESEARCH","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332_public.xml","Created 4 papers on energy and economics for publication, both on our own website and on other websites.","0","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332","273932630","INSTITUTE FOR INTEGRATED ECONOMIC RESEARCH","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201522279349200332_public.xml","Successfully conducted a 3-day workshop at the Johnson Foundation (Racine) with a focus on educating national non-profits on the current economic dynamics.","0","5317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201843039349200719","561780718","West Lake Middle School PTA","2017","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201843039349200719_public.xml","Enhanced the public school experience through student programs and recognition, enhancing technology, classroom minigrants, bullying prevention, cultural arts, hospitality/staff appreciation, and assisting students with special needs.","50430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115","351760451","Indiana Youth Group Inc","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115_public.xml","See Schedule O",NA,NA,NA,"See Schedule O",NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021789349301502","391884257","VISION SOCCER ACADEMY OF WAUKEE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021789349301502_public.xml","ACADEMY PROGRAMS: TEACHING SKILLS AND NUANCES OF SOCCER TO YOUTH, UP TO AGE 10, IN A STRUCTURED PROGRAM WITH A HIGHER LEVEL OF COMPETITION. MORE TECHNICAL AND TACTICAL SKILLS ARE TAUGHT BY PAID PROFESSIONAL COACHES.",NA,"84745","656467","COMPETITIVE PROGRAM: TEACHING YOUTH, AGED 11 TO 19, SKILLS AND NUANCES OF SOCCER IN A STRUCTURED PROGRAM WITH A HIGHER LEVEL OF COMPETITION. MORE TECHNICAL AND TACTICAL SKILLS ARE TAUGHT BY PROFESSIONAL COACHES.",NA,"129852","809828","417243","194203",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113","233065167","CLARKE PENNSYLVANIA INC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201731359349304113_public.xml","CLARKE MAINSTREAM SERVICES: THROUGH A VARIETY OF CUSTOMIZABLE SEVICES, CLARKE PROFESSIONALS HELP CHILDREN WITH HEARING LOSS MAKE SUCCESSFUL TRANSITIONS INTO THEIR NEIGHBORHOOD SCHOOLS AND THRIVE AMONG THEIR HEARING PEERS. CLARKE'S ITINERANT TEACHER PROGRAM SENDS A TEACHER OF THE DEAF TO MAINSTREAM SCHOOLS TO WORK WITH CHILDREN WITH HEARING LOSS AND TO SUPPORT AND TRAIN THE EDUCATORS WORKING WITH THOSE STUDENTS. CLARKE'S PROFESSIONAL DEVELOPMENT SERVICES PROVIDE SCHOOLS, DISTRICTS AND PROFESSIONALS WITH ASSISTANCE IN PLANNING, DIRECT INSTRUCTION, STAFF ORIENTATIONS, TEACHER CONSULTATIONS AND ADJUSTMENT COUNSELING. APPROXIMATELY 100 CHILDREN SERVED.","735","433537","410154","CLARKE EARLY INTERVENTION PROGRAMS: CLARKE'S EARLY CHILDHOOD/PARENT INFANT PROGRAMS SERVE CHILDREN WHO ARE DEAF OR HARD OF HEARING FROM BIRTH THROUGH THREE YEARS OF AGE. THE INNOVATIVE PROGRAM HELPS PARENTS LEARN TO USE LISTENING AND SPOKEN LANGUAGE TECHNIQUES TO ENHANCE THEIR CHILD'S COMMUNICATION SKILLS AND OFFERS SUPPORT AND EDUCATION, ON-SITE AUDIOLOGICAL SERVICES AND ASSESSMENTS FOR SENSORY AIDS SUCH AS COCHLEAR IMPLANTS. APPPROXIMATELY 62 CHILDREN SERVED.",NA,"300586","184444",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201601589349200400","161686146","RIDGEWOOD BACKCOURT CLUB INC","2015","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201601589349200400_public.xml","TO SUPPORT THE STUDENT SPORTS PROGRAMS IN THE COMMUNITY.",NA,"21755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503179349202910","760678894","FORT SETTLEMENT MIDDLE SCHOOL PARENT","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503179349202910_public.xml","PROVIDED FINANCIAL SUPPORT FOR ABSTINENCE EDUCATION PROGRAM AND CLASSROOM TEACHING SUPPLIES FOR 1,226 STUDENTS",NA,"4074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503179349202910","760678894","FORT SETTLEMENT MIDDLE SCHOOL PARENT","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503179349202910_public.xml","SCHOOL PURCHASED ITEMS SUCH AS STUDENT AGENDAS, SUPERSCOPE FOR SCIENCE DEPARTMENT, SOUND SYSTEM FOR CAFETERIA, PROJECTOR SYSTEM FOR THE COMMONS AREA, LED SIGNS, TV'S FOR THE COUNSELOR'S OFFICES, GOOGLE CHROMEBOOKS, LASER JET PRINTERS, SOCIAL STUDIES REVIEW BOOKS FOR STANDARDIZED TESTING, INDOOR SIGNAGE, AIM FOR SUCCESS PROGRAM FOR THE BENEFIT OF ALL STUDENTS",NA,"37079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503179349202910","760678894","FORT SETTLEMENT MIDDLE SCHOOL PARENT","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201503179349202910_public.xml","PROVIDE FUNDS TO RECOGNIZE THE TOTAL OF 63 TEACHERS AND SHOW APPRECIATION, PUBLISH SCHOOL DIRECTORY AND NEWSLETTER, TO IMPROVE SCHOOL GROUNDS, AFTER SCHOOL CLUBS, CAREER DAY, AND TO PROMOTE SCHOOL SPIRIT AND RAISE CULTURAL AWARENESS",NA,"22830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718","870337442","UTAH TRIAL LAWYERS ASSOCIATION INC","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630619349300718_public.xml","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201403189349200125","351848111","BROWNSBURG JUNIOR SOCCER LEAGUE INC","2013","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201403189349200125_public.xml","TO PROVIDE INSTRUCTION & PARTICIPATION IN THE GAME OF SOCCER TO YOUTHS AGES 4-16. THE CLUB OFFERS RECREATION AND TRAVEL SOCCER TO OVER 2,000 PARTICIPANTS.","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949","330577388","SOROPTIMIST INTERNATIONAL OF","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949_public.xml","CONTRIBUTIONS TO VARIOUS COMMUNITY ORGANIZATIONS,YOUTH PROGRAMS AND WOMEN'S HEALTH AND WELFARE PROGRAMS INCLUDING THE STEPPING UP PROJECT FOR SIXTH GRADE GIRLS AND THE LIVE YOUR DREAM AWARD TO ASSIST WOMEN ENTERING THE WORKFORCE.",NA,"16958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949","330577388","SOROPTIMIST INTERNATIONAL OF","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949_public.xml","SCHOLARSHIPS TO COMMUNITY YOUTH",NA,"5500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949","330577388","SOROPTIMIST INTERNATIONAL OF","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949_public.xml","FEDERATION AND REGIONAL DUES,FEDERATION CONVENTIONS",NA,"4991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949","330577388","SOROPTIMIST INTERNATIONAL OF","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349201949_public.xml","OTHER PROGRAM SERVICES","22325","29947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201333389349200508","411845274","BELLS OF THE LAKES INC","2012","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201333389349200508_public.xml","Four concerts for general public in fiscal year 2012-2013 demonstrating musicality & highly skilled performance. Audiences varied between 100 and 600 people in attendance.","0","2353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201333389349200508","411845274","BELLS OF THE LAKES INC","2012","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201333389349200508_public.xml","Annual handbell educational event, Bellfest, bringing together 28 handbell ensembles in March 2013 for a mass ringing event. Bellfest educated over 325 ringers in mass ringing techniques in 2013 and provided a free concert to the public with over 200 audience members in attendance.","0","5752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201333389349200508","411845274","BELLS OF THE LAKES INC","2012","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201333389349200508_public.xml","Annual handbell educational event, Seminar for Handbell Ringers & Directors, bringing together 32 handbell ringers and directors in August 2012 for for a series of seminars and class to improve handbell skills and ensemble leadership.","0","911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201523509349200407","841038675","BOULDER VALLEY ROTARY CLUB","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201523509349200407_public.xml","BRING TOGETHER LEADERS IN THE COMMUNITY FOR SOCIAL INTERACTION AND TO RAISE FUNDS FOR CHARITABLE CAUSES. THE CLUB DEVOTED $17,136 TOWARDS CHARITABLE ENTITIES AND ACTIVITIES.","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603129349200795","562556184","VALENCIA ELEMENTARY HOME & SCHOOL","2015","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603129349200795_public.xml","ALL PROGRAM EXPENSES ARE DIRECTLY USED TO SUPPORT VALENCIA ELEMENTARY SCHOOL'S VARIOUS PROGRAMS AND PROJECTS. SPECIAL EVENT AND OTHER DONATIONS ALLOWED THE ORGANIZATION TO SUPPORT THE READING PROGRAM AND HELP SUPPORT TECHNOLOGY AT VALENCIA ELEMENTARY SCHOOL.",NA,"135059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903449349200515","202198982","ROTARY FOUNDATION OF LYNCHBURG INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903449349200515_public.xml","TO PROVIDE SERVICE TO OTHERS, TO PROMOTE HIGH ETHICAL STANDARDS AND TO ADVANCE WORLD UNDERSTANDING, GOODWILL AND PEACE THROUGH ITS FELLOWSHIP OF BUSINESS, PROFESSIONAL AND COMMUNITY LEADERS.","0","10269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201142799349200904","770273594","SOROPTOMIST INTERNATIONAL OF CERES","2010","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201142799349200904_public.xml","SCHOLARSHIPS 2,700 COMMUNITY GRANTS 7,334","10034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201312679349200711","263244720","MCKENZIE PROJECT GRADUATION","2012","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201312679349200711_public.xml","FUNDRAISING ACTIVITIES WERE CARRIED OUT DURING THE SCHOOL YEAR TO PROVIDE THE ALCOHOL AND DRUG FREE EVENING FOR THE SENIORS AFTER GRADUATION.",NA,"16164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201301709349200115","364628644","CHILDREN'S SAFE HARBOR INC","2012","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201301709349200115_public.xml","TO PROVIDE A NEUTRAL EXCHANGE SITE FOR COURT ORDERED EXCHANGES OF CHILDREN FOR PARENTING TIME.","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201533219349200428","030405765","Medway Foundation For Education","2014","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201533219349200428_public.xml","The organization is organized exclusively for charitable purpose of promoting education by establishing fundraising events and expending the funds to the Medway Public School System for academic activities.","7461","27076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
