"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SG_01_FUNDRAISER_ACT","SG_01_FUNDRAISER_CTRL_FUND_X","SG_01_FUNDRAISER_ACT_GRORCPT","SG_01_FUNDRAISER_AMT_PAID","SG_01_FUNDRAISER_AMT_ORG","SG_01_FUNDRAISER_NAME_ORG_L1","SG_01_FUNDRAISER_ADDR_L1","SG_01_FUNDRAISER_ADDR_CITY","SG_01_FUNDRAISER_ADDR_STATE","SG_01_FUNDRAISER_ADDR_ZIP","SG_01_FUNDRAISER_NAME_INDIV","SG_01_FUNDRAISER_ADDR_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864","770155782","THE GLOBAL FUND FOR WOMEN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864_public.xml","FUNDRAISING ADVISER","0","0","36447","-36447","BENEFACTOR GROUP","450 S FRONT ST","COLUMBUS","OH","43215",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864","770155782","THE GLOBAL FUND FOR WOMEN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864_public.xml","ONLINE FUNDRAISING ADVISER","0","0","29353","-29353","FRESH EYES DIGITAL","2821 N SPAULDING AVE","CHICAGO","IL","60618",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864","770155782","THE GLOBAL FUND FOR WOMEN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864_public.xml","DEVELOPMENT WRITER","0","0","37535","-37535","MARY MAGELLAN","1000 GREEN ST APT 201","SAN FRANCISCO","CA","94133",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864","770155782","THE GLOBAL FUND FOR WOMEN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302864_public.xml","DIRECT MAIL CONSULTANT","0","0","12600","-12600","TRIPI CONSULTING ASSOCIATES INC","255 PLUTARCH RD","HIGHLAND","NY","12528",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902619349300500","593786428","Humane Society Legislative Fund","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902619349300500_public.xml","FUNDRAISING CONSULTANTS","false","11478","12494","-1016","DONOR SERVICES GROUP LLC","11500 OLYMPIC BLVD 540","LOS ANGELES","CA","90064",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902619349300500","593786428","Humane Society Legislative Fund","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902619349300500_public.xml","FUNDRAISING CONSULTANTS","false","1614000","227013","1386987","AB DATA LTD","600 AB DATA DRIVE","MILWAUKEE","WI","53217",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734","410695524","GUSTAVUS ADOLPHUS COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734_public.xml","Advancement Consultant","0","0","67420","-67420","Reeher LLC","VB Box 159 PO Box 9202","Minneapolis","MN","554809202",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734","410695524","GUSTAVUS ADOLPHUS COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734_public.xml","Advancement Consultant","0","0","32913","-32913","Bentz Whaley Flessner and Associates Inc","7251 Ohms Lane","Minneapolis","MN","55439",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734","410695524","GUSTAVUS ADOLPHUS COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734_public.xml","Software Calling System","0","0","26397","-26397","Wilson-Bennett Technology Inc","PO Box 717","Cabot","AR","72023",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734","410695524","GUSTAVUS ADOLPHUS COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040849349300734_public.xml","Lutheran Planned Giving Partnership Fee","0","0","6910","-6910","Evangelical Lutheran Church in America","PO Box 71256","Chicago","IL","606941256",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011059349300316","133179151","One To World Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011059349300316_public.xml","Annual Benefit","false","592577","45527","547050","Basch Productions LLC","14 East 38th Street Suit","New York","NY","10016",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922519349300202","760267896","Greater Houston Partnership Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922519349300202_public.xml","PLANNING","false","0","53645","53645",NA,NA,NA,NA,NA,"RESOURCE DEVELOPMENT GROUP",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349310917","262369596","RepresentUs","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349310917_public.xml","Provided advertising and promotion","true","150702","30131","120571",NA,"5735 W Adams Blvd","Los Angeles","CA","90016","Omaze Inc",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021769349300232","951648203","UNITED CEREBRAL PALSYSPASTIC CHILDRENS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021769349300232_public.xml","GOLF TOURNAMENT FUNDRAISING EVENT","0","384793","33000","351793","KNOCK OUT PRODUCTION INC","21425 DUMETZ ROAD","WOODLAND HILLS","CA","91364",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933059349302113","820675521","PRIORITIES USA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933059349302113_public.xml","FUNDRAISING","0","4000000","67636","3932364","THE KAUFFMAN GROUP","208 EYE ST NE FL 2","WASHINGTON","DC","20002",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923179349301317","261186929","COLUMBIANA RESTORATION AND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923179349301317_public.xml","CONSULTING","false",NA,"63000","-63000",NA,"101 LINDEN DR","CINCINNATI","OH","45215","MATT HUGHES",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903179349307205","364187609","LAZARUS HOUSE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903179349307205_public.xml","CAPITAL CAMPAIGN CONSULTING, PLANNING AND EXECUTION","0","1599700","81979","1553220","PRATAPAS ASSOCIATES LLC","1717 N NAPER BLVD SUITE 200","NAPERVILLE","IL","60563",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311","410693889","AMHERST H WILDER FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311_public.xml","GRANT WRITING & REPORTING","0","1045000","33000","1012000","QUALAM CONSULTING","2117 21ST AVENUE S","MINNEAPOLIS","MN","55404",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311","410693889","AMHERST H WILDER FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311_public.xml","GRANT WRITING","0","19340","4300","15040","ACCESS PHILANTHROPY","2100 STEVENS AVENUE","MINNEAPOLIS","MN","55404",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311","410693889","AMHERST H WILDER FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311_public.xml","CAMPAIGN PLANNING & DESIGN","0","0","124579","0","CINCINNATUS INC","212 THIRD AVE N 478","MINNEAPOLIS","MN","55401",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901899349300220","221668879","United States Equestrian Team Fdn Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901899349300220_public.xml","CONSULTING","false","306145","66000","240145",NA,"1819 SE 17th street suite 1","ft lauderdale","FL","33316","NEW RIVER COMMUNICATIONS",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933109349300413","043396766","NEW PROFIT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933109349300413_public.xml","CONSULTING ON LAUNCHING A FUNDRAISING CAMPAIGN","0","0","270540","-270540","ORR ASSOCIATES INC","3000 K STREET NW SUITE E280","WASHINGTON","DC","20007",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020639349300322","237066616","PURCHASE COLLEGE FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020639349300322_public.xml","DATABASE REVIEW FOR MAJOR GIFTS","0","0","12725","-12725","MARTS & LUNDY","1200 WALL ST W","LYNDHURST","NJ","07071",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020639349300322","237066616","PURCHASE COLLEGE FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020639349300322_public.xml","PLANNED GIVING LAUNCH AND MARKETING","0","0","15449","-15449","THE STELTER COMPANY","10435 NEW YORK AVE","DES MOINES","IA","50322",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020639349300322","237066616","PURCHASE COLLEGE FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020639349300322_public.xml","DIRECT MAIL CAMPAIGN","0","0","48402","-48402","THE TAGS GROUP","364 W 18TH ST 6G","NEW YORK","NY","10011",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912849349302006","521832634","NATIONAL FALLEN FIREFIGHTERS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912849349302006_public.xml","GRANT WRITING","0","15475","11975","3500",NA,"1229 VAN BUREN DRIVE","ANNAPOLIS","MD","21403","TRICIA SANBORN",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml","Professional Autioneer","false",NA,"5000",NA,NA,NA,NA,NA,NA,"Franco Finn",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047","363293534","FEEDING SOUTH DAKOTA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047_public.xml","SOLICITATION OF FUNDS","0","850325","225533","624792","ONE & ALL INC","2 NORTH LAKE AVE SUITE 600","PASADENA","CA","91101",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047","363293534","FEEDING SOUTH DAKOTA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047_public.xml","SOLICITATION OF FUNDS","0","76230","30822","45408","RKD ALPHA DOG","8001 S 13TH STREET","LINCOLN","NE","68512",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305","386091187","CHILD EVANGELISM FELLOWSHIP INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305_public.xml","A & G ABOVE","0","1224421","123413","1101008","TRADEWINDS CONSULTING INC","11914 CRAYTON COURT","HERNDON","VA","20170",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305","386091187","CHILD EVANGELISM FELLOWSHIP INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305_public.xml","A, C, D & E ABOVE","0","32258","10000","22258","BARNABAS FOUNDATION","18601 NORTH CREEK DRIVE STE B","TINLEY PARK","IL","604776238",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020289349301527","540737133","FAMILY LIFELINE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020289349301527_public.xml","FUNDRAISE","false","868802","63000","805802",NA,"PO BOX 7290","RICHMOND","VA","23221","MONUMENT GROUP",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911979349300426","237208431","CHICANO AWARENESS CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911979349300426_public.xml","Grant research / writing","false","815912","37500","778412","Victor Gutman & Assoc","300 S 19th St 318","Omaha","NE","68102",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707","952706737","HELP HOSPITALIZED VETERANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707_public.xml","CONSULTS ON DIRECT MAIL PROGRAM","0","6027692","1427170","4600522","TRUESENSE MARKETING","502 KEYSTONE DRIVE","WARRENDALE","PA","15086",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707","952706737","HELP HOSPITALIZED VETERANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707_public.xml","CONSULTS ON DIRECT MAIL PROGRAM","0","3200361","1208979","1991382","MAGNET DIRECT","140 WOOD ROAD STE 201","BRAINTREE","MA","02184",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707","952706737","HELP HOSPITALIZED VETERANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707_public.xml","TELEMARKETING","0","98184","68599","29585","THE HERITAGE COMPANY","2402 WILDWOOD AVENUE STE 500","SHERWOOD","AR","72120",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349300132","941156254","BOY SCOUTS OF AMERICA 55 SILICON VALLEY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349300132_public.xml","DIRECT MAILING","0","21407","0","13927","HAINES & COMPANY","8050 FREEDOM AVENUE NW","NORTH CANTON","OH","44720",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301956","232935929","THE NATIONAL PANCREAS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301956_public.xml","NY, BOSTON, AND NJ PARTY FOR A CURE","0","251877","118068","133809","POWERED BY PROFESSIONALS","1460 BROADWAY","NEW YORK","NY","10036",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311445","260562575","Point Of Hope A Deron Williams Foundation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311445_public.xml","EVENT MGMT","false",NA,NA,NA,NA,NA,NA,NA,NA,"LARA BETH LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041359349302529","042103616","PERKINS SCHOOL FOR THE BLIND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041359349302529_public.xml","FUNDRAISING COUNSEL","false","0","225027","0",NA,"2550 NINTH STREET","BERKELEY","CA","94710","MAL WARWICK DONORDIGITAL","SUITE 130"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELPHONE","false","379473","345295","34178",NA,"1835 E CHARLESTON BLVD 4","LAS VEGAS","NV","89104","DONOR RELATIONS LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","168225","135959","32266",NA,"1706 CROPSEY AVE C","BROOKLYN","NY","11214","QUICK CALL INC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","40206","35706","4500",NA,"1815 AVENUE U 2","BROOKLYN","NY","11229","BRIEF CALL INC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","44530","35680","8850",NA,"16527 CRAIG DR","OAK FOREST","IL","60452","SUPPLEMENTAL SECURITY",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","38568","30904","7664",NA,"27 CASWELL ST","NEW BEDFORD","MA","02745","OCEAN MARKETING LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","16300","13040","3260",NA,"411 E CONGRESS PKWY STE B","CRYSTAL LAKE","IL","60014","MIDWEST MARKETING FIRM INC",NA
