"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_08_REV_PROG_DESC","F9_08_REV_PROG_BIZCODE","F9_08_REV_PROG_TOT","F9_08_REV_PROG_RLTD","F9_08_REV_PROG_EXCL","F9_08_REV_PROG_UBIZ"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005","270643804","CALVERT CANNONS SELECT LACROSSE INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005_public.xml","APPAREL INCOME",NA,"13334","13334",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005","270643804","CALVERT CANNONS SELECT LACROSSE INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702909349300005_public.xml","OTHER INCOME",NA,"3095","3095",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941729349300809","576034372","HISTORIC CAMDEN FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941729349300809_public.xml","RENTAL INCOME-OTHER","522100","19796","19796",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941729349300809","576034372","HISTORIC CAMDEN FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941729349300809_public.xml","LAND LEASE","522100","4200","4200",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000639349300600","273594856","MAKE AN IMPACT FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000639349300600_public.xml","PLAYGROUND","611710","716771","716771",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000639349300600","273594856","MAKE AN IMPACT FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000639349300600_public.xml","BASKETBALL COURTS","611710","89902","89902",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000639349300600","273594856","MAKE AN IMPACT FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000639349300600_public.xml","EDUCATION OF CHILDREN","611710","50000","50000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201613199349310806","452780481","South End Apartments LLC","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201613199349310806_public.xml","RENTAL REVENUES","531190","4602228","4602228",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702869349300720","462030131","NOURISH KNOXVILLE","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702869349300720_public.xml","BOOTH FEES","445230","112257",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702869349300720","462030131","NOURISH KNOXVILLE","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201702869349300720_public.xml","ADVERTISING INCOME","541800","12245",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201810439349300321","203142622","LUTHERAN LEGACY FOUNDATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201810439349300321_public.xml","ENDOWMENT MANAGEMENT FEES","523920","175248",NA,"175248",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201600269349300845","530204692","THE EPISCOPAL CENTER FOR CHILDREN","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201600269349300845_public.xml","TUITION & FEES","611600","2150189","2150189",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201832279349302958","453623184","CATHOLIC CHARITIES OF SOUTHEAST MICHIGAN","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201832279349302958_public.xml","PROGRAM SERVICE REVENU","624100","2581886","2581886",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349306278","942161819","MARIN WALDORF SCHOOL ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349306278_public.xml","Fundraising",NA,"68637","68637",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349306278","942161819","MARIN WALDORF SCHOOL ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349306278_public.xml","Programs & Fees",NA,"240350","240350",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349306278","942161819","MARIN WALDORF SCHOOL ASSOCIATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349306278_public.xml","Tuition",NA,"3179033","3179033",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392","232541652","NOR-GWYN BASEBALL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392_public.xml","REGISTRATION",NA,"77952","77952",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392","232541652","NOR-GWYN BASEBALL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392_public.xml","REFRESHMENT STAND",NA,"31154","31154",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392","232541652","NOR-GWYN BASEBALL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392_public.xml","SPONSORSHIP INCOME",NA,"12900","12900",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392","232541652","NOR-GWYN BASEBALL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392_public.xml","SIGN RENTALS",NA,"9875","9875",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392","232541652","NOR-GWYN BASEBALL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349302392_public.xml","FIELD RENTALS",NA,"1850","1850",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836","521813311","AMERICAN SOCIETY OF NUCLEAR CARDIOLOGY","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836_public.xml","ANNUAL MEETING","541900","756321","756321",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836","521813311","AMERICAN SOCIETY OF NUCLEAR CARDIOLOGY","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836_public.xml","MEMBERSHIP DUES","541900","752272","752272",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836","521813311","AMERICAN SOCIETY OF NUCLEAR CARDIOLOGY","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836_public.xml","JRNL NUCLEAR CARDIOLOG","511140","648280","648280",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836","521813311","AMERICAN SOCIETY OF NUCLEAR CARDIOLOGY","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201711359349311836_public.xml","PRODUCT SALES","511140","185862","185862",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170","223152930","SUPERIOR OFFICERS ASSOCIATION","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170_public.xml","MEMBER DUES","900099","208956","208956",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170","223152930","SUPERIOR OFFICERS ASSOCIATION","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170_public.xml","SOA ITEMS","900099","11608","11608",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170","223152930","SUPERIOR OFFICERS ASSOCIATION","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170_public.xml","LAWSUIT INCOME","900099","10995","10995",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170","223152930","SUPERIOR OFFICERS ASSOCIATION","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170_public.xml","MISC. REVENUE","900099","1683","1683",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170","223152930","SUPERIOR OFFICERS ASSOCIATION","2017","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201803179349304170_public.xml","HOCKEY NIGHT","900099","1430","1430",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201732579349301473","640443385","PROVIDENCE WATER ASSOCIATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201732579349301473_public.xml","PROGRAM SERVICE REVENUE",NA,"42257","42257",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823","680285816","NAPA SOLANO SANESART","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823_public.xml","ADULT EXAMS","624100","176150","176150",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823","680285816","NAPA SOLANO SANESART","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823_public.xml","CHILD EXAMS","624100","35900","35900",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823","680285816","NAPA SOLANO SANESART","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823_public.xml","COURT TESTIMONY/CONSULT","624100","13500","13500",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823","680285816","NAPA SOLANO SANESART","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823_public.xml","SUSPECT EXAMS","624100","8350","8350",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823","680285816","NAPA SOLANO SANESART","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201630399349300823_public.xml","FOLLOW-UP EXAMS","624100","1700","1700",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293","650081406","PUNTA GORDA CHAMBER OF COMMERCEINC","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293_public.xml","MEMBERSHIP RENEWALS",NA,"113996",NA,"113996",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293","650081406","PUNTA GORDA CHAMBER OF COMMERCEINC","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293_public.xml","PARTNERS IN ACTION",NA,"89067","89067",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293","650081406","PUNTA GORDA CHAMBER OF COMMERCEINC","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293_public.xml","VISITOR CENTER",NA,"30538","30538",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293","650081406","PUNTA GORDA CHAMBER OF COMMERCEINC","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293_public.xml","NEW MEMBERS",NA,"27883",NA,"27883",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293","650081406","PUNTA GORDA CHAMBER OF COMMERCEINC","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201530129349301293_public.xml","DISCOVER PUNTA GORDA TOUR",NA,"24195","24195",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349301287","831193849","PALOS VERDES YOUTH BASKETBALL LEAGUE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349301287_public.xml","REGISTRATION FEES","711210","103183","103183",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349301287","831193849","PALOS VERDES YOUTH BASKETBALL LEAGUE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921689349301287_public.xml","MERCHANDISE SALES","711210","2197","2197",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010209349300731","730755168","PAYNE COUNTY CHILD WELFARE ADVISORY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010209349300731_public.xml","AFFILLIATED RENT INCOME","531190","34435","34435",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906","420803935","IOWA MENNONITE BENEVOLENT ASSOCIATION","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906_public.xml","ROUTINE CARE SERVICES","623000","6372221","6372221",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906","420803935","IOWA MENNONITE BENEVOLENT ASSOCIATION","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906_public.xml","ILU AMORTIZATION","623000","199728","199728",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906","420803935","IOWA MENNONITE BENEVOLENT ASSOCIATION","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906_public.xml","MEALS / BARBER SHOP","623000","21090","21090",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906","420803935","IOWA MENNONITE BENEVOLENT ASSOCIATION","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906_public.xml","MEDICAL SUPPLIES","623000","12654","12654",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906","420803935","IOWA MENNONITE BENEVOLENT ASSOCIATION","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201412239349300906_public.xml","MISCELLANEOUS","623000","4260","4260",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017","930233010","American Federation of Musicians","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201621039349300017_public.xml","Membership Dues & Assessments",NA,"185065","185065",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343","590995723","Greater Pine Island Chamber of Commerce","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343_public.xml","Mango Mania","561499","64573",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343","590995723","Greater Pine Island Chamber of Commerce","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532729349300343_public.xml","Meeting Income","561499","3027",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201701079349301600","470975472","A LEGACY OF GIVING","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201701079349301600_public.xml","AISD","611000","42000","42000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201701079349301600","470975472","A LEGACY OF GIVING","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201701079349301600_public.xml","INDEPENDENT SCHOOL","611000","6000","6000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201440589349300044","200737853","VINEYARD CHRISTIAN MIDDLE SCHOOL","2013","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201440589349300044_public.xml","MIDDLE SCHOOL PROGRAM",NA,"484765","484765",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041989349301254","205287365","SAINT BASIL ACADEMY OF CLASSICAL ST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041989349301254_public.xml","TUITION",NA,"228563","228563",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041989349301254","205287365","SAINT BASIL ACADEMY OF CLASSICAL ST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041989349301254_public.xml","OTHER PARENT",NA,"230","230",NA,NA
