"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SD_09_OTH_ASSET_DESC","SD_09_OTH_ASSET_BV"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812","611098737","ST JOHN GARDENS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812_public.xml","MORTGAGE ESCROW DEPOSITS","5494"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812","611098737","ST JOHN GARDENS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812_public.xml","PREPAID EXPENSES","4363"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812","611098737","ST JOHN GARDENS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812_public.xml","TENANT SECURITY DEPOSITS","4188"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812","611098737","ST JOHN GARDENS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812_public.xml","RESERVE FOR RESIDUAL RECEIPTS","1524"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812","611098737","ST JOHN GARDENS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922569349300812_public.xml","TENANT ACCOUNTS RECEIVABLE","1306"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913059349302071","134228551","THREE RIVERS CAROUSEL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913059349302071_public.xml","CAROUSEL HORSES","1131596"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020869349300227","060400743","INTERNATIONAL ASSOC OF BRIDGE STRUCT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020869349300227_public.xml","JOB TARGETING PROGRAM - RESTRICTED CASH","605828"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020869349300227","060400743","INTERNATIONAL ASSOC OF BRIDGE STRUCT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020869349300227_public.xml","UTILITY SECURITY DEPOSIT","635"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020869349300227","060400743","INTERNATIONAL ASSOC OF BRIDGE STRUCT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020869349300227_public.xml","DEPOSIT WITH FUND OFFICE","2521"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349303051","141776386","GIRLS INCORPORATED FOUNDATION TRUST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349303051_public.xml","DUE FROM AFFILIATE","330000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267","208725313","LA COLONIA APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267_public.xml","RESERVES FOR REPLACEMENT","146087"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267","208725313","LA COLONIA APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267_public.xml","FINANCING FEES","82314"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267","208725313","LA COLONIA APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267_public.xml","ESCROW DEPOSITS","23159"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267","208725313","LA COLONIA APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267_public.xml","TENANT SECURITY DEPOSITS","18725"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267","208725313","LA COLONIA APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921309349302267_public.xml","RESIDUAL RECEIPTS","4942"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349301864","113340969","THE JAMAICA HOSPITAL MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349301864_public.xml","PCDC DEBT SERVICE FUND","834123"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349301864","113340969","THE JAMAICA HOSPITAL MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349301864_public.xml","DUE FROM AFFILIATES","15458"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","AMOUNTS HELD ON BEHALF OF OTHER AGENCIES","62718000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","ASSETS HELD UNDER CHARITABLE TRUST AGREEMENTS","29944000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","UNEXPENDED BOND PROCEEDS","32395000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","OTHER PROPERTY","17839000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","INTERCOMPANY RECEIVABLES","1370000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","CASH SURRENDER VALUE - LIFE INSURANCE","4458000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414","510172429","UNITED JEWISH APPEAL-FEDERATION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041829349300414_public.xml","OTHER","1270000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921499349300927","204246752","SHANTA FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921499349300927_public.xml","ADVANCES TO MUDITAR","63711"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921499349300927","204246752","SHANTA FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921499349300927_public.xml","DEPOSIT","675"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349300945","043024278","MERRIMACK VALLEY HOSPICE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349300945_public.xml","DUE FROM AFFILIATES","12075280"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349300204","510584439","ONE VOICE CHILDREN'S CHOIR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349300204_public.xml","MACU UNDEPOSITED FUNDS","8997"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349300204","510584439","ONE VOICE CHILDREN'S CHOIR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349300204_public.xml","ACCRUED REVENUE","6803"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349300204","510584439","ONE VOICE CHILDREN'S CHOIR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040699349300204_public.xml","CASH ADVANCE RECEIVABLE","5375"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202033119349302903","204132923","CHILDREN HAVING OPPORTUNITIES IN A CARING ENVIRONMENT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202033119349302903_public.xml","SECURITY DEPOSITS","3250"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921359349309842","546053662","NATIONAL SPORTING LIBRARY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921359349309842_public.xml","COLLECTIONS","1416409"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303599","813060171","ADOPT A CLASS ENDOWMENT FUND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303599_public.xml","ENDOWMENT FUND-COST BASIS","406577"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303599","813060171","ADOPT A CLASS ENDOWMENT FUND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303599_public.xml","ENDOWMENT FUND-UNREALIZED GAIN","114568"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218","042994233","HABITAT FOR HUMANITY GREATER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218_public.xml","CONSTRUCTION IN PROGRESS","1496296"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218","042994233","HABITAT FOR HUMANITY GREATER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218_public.xml","NMTC CLOSING COSTS, NET","114795"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218","042994233","HABITAT FOR HUMANITY GREATER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218_public.xml","SECURITY DEPOSITS","60628"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218","042994233","HABITAT FOR HUMANITY GREATER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218_public.xml","LOAN ESCROW","13720"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218","042994233","HABITAT FOR HUMANITY GREATER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218_public.xml","NMTC AUDIT AND TAX FEE RESERVE","12215"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913239349300301","720975161","AFFILIATED BLIND OF LOUISIANAINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913239349300301_public.xml","DUE FROM ABLE 51","92812"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913239349300301","720975161","AFFILIATED BLIND OF LOUISIANAINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913239349300301_public.xml","ACADIANA CHAPTER","2531"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903209349300610","020547769","Siberian Star Sled Dog Rescue Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903209349300610_public.xml","Kennel Equipment/Sledding Equipment","8000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903209349300610","020547769","Siberian Star Sled Dog Rescue Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903209349300610_public.xml","Additional Equipment Retired","-398"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349301430","452391437","Village Preparatory School Woodland Hills","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349301430_public.xml","Net OPEB Asset","511791"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349301430","452391437","Village Preparatory School Woodland Hills","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349301430_public.xml","Deferred Outflows- Pension","3108704"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349301430","452391437","Village Preparatory School Woodland Hills","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000249349301430_public.xml","Deferred Outflows- OPEB","134384"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942909349301214","043425082","ATTLEBORO ENTERPRISES DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942909349301214_public.xml","DEFERRED FINANCING COSTS, NET","48239"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942909349301214","043425082","ATTLEBORO ENTERPRISES DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942909349301214_public.xml","REPLACEMENT RESERVES AND ESCROW ACCOUNT","77501"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349312718","350922731","JUNIOR ACHIEVEMENT OF NORTHERN IN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349312718_public.xml","BENEFICIAL INTEREST IN PERPETUAL TR.","324103"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349312718","350922731","JUNIOR ACHIEVEMENT OF NORTHERN IN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349312718_public.xml","HELD AT COMMUNITY FOUNDATIONS","26846"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000589349300425","581919174","THE ZOO FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000589349300425_public.xml","CONSTRUCTION IN PROGRESS","21144313"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000589349300425","581919174","THE ZOO FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000589349300425_public.xml","DUE FOR THE GULF COAST FOOD AND BEVE","30636"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011799349300601","581485954","Georgia Southern University Athletic","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011799349300601_public.xml","Investment in Direct Financing Leas","19904720"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011799349300601","581485954","Georgia Southern University Athletic","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011799349300601_public.xml","Due from related party","1774228"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011799349300601","581485954","Georgia Southern University Athletic","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011799349300601_public.xml","Other assets","11154"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000839349300665","770620948","CHILD ADVOCATES OF PLACER COUNTY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000839349300665_public.xml","PLACER COMMUNITY FOUNDATION ENDOWMENT","37284"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021819349301032","475249182","MARINE MAMMAL CARE CENTER LOS ANGELES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021819349301032_public.xml","FISH SUPPLY","39312"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021819349301032","475249182","MARINE MAMMAL CARE CENTER LOS ANGELES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021819349301032_public.xml","SECURITY DEPOSIT","16695"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040519349300229","351836737","HABITAT FOR HUMANITY INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040519349300229_public.xml","MORTGAGES RECEIVABLE","476870"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040519349300229","351836737","HABITAT FOR HUMANITY INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040519349300229_public.xml","CONSTRUCTION IN PROGRESS","10213"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040519349300229","351836737","HABITAT FOR HUMANITY INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040519349300229_public.xml","LESS MORTGAGE DISOUNT","-191756"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921019349300642","510152836","MISSOURI VETERINARY MEDICAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921019349300642_public.xml","INVESTMENT IN MVMA LLC PARTNERSHIP","190567"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921019349300642","510152836","MISSOURI VETERINARY MEDICAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921019349300642_public.xml","Rounding","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932809349301063","841640780","THE MONTESSORI SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932809349301063_public.xml","MORNINGSTAR INVESTMENT","204933"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942759349301144","222935104","Housing Authority Insurance Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942759349301144_public.xml","REFUNDABLE ADVANCE - URBAN INSTITUTE GRANT","619504"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942759349301144","222935104","Housing Authority Insurance Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942759349301144_public.xml","Due from Affiliate",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349300756","421560552","LIVING WATERS FAMILY WORSHIP CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349300756_public.xml","OTHER ASSETS","25000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514","060659505","FINEX CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514_public.xml","LIFE INSURANCE RECEIVABLES","4247938"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514","060659505","FINEX CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514_public.xml","PREPAID EXPENSES","296331"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514","060659505","FINEX CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514_public.xml","SERVICING ASSETS","232987"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514","060659505","FINEX CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514_public.xml","MISCELLANEOUS OTHER","329831"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514","060659505","FINEX CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040369349301514_public.xml","LOANS HELD FOR SALE","288000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368","454521666","VALOR CHRISTIAN ACADEMY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368_public.xml","INVESTMENT ACCOUNT","12229"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368","454521666","VALOR CHRISTIAN ACADEMY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368_public.xml","LEASE DEPOSIT","15899"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368","454521666","VALOR CHRISTIAN ACADEMY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368_public.xml","PREPAIDS",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368","454521666","VALOR CHRISTIAN ACADEMY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932259349302368_public.xml","SECURITY DEPOSIT","15899"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040389349301204","366107865","NACMCHICAGO-MIDWEST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040389349301204_public.xml","DUE FROM AFFILIATES","2364350"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040389349301204","366107865","NACMCHICAGO-MIDWEST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040389349301204_public.xml","SECURITY DEPOSITS","641"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923109349301222","271757642","KEMPER CAH INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923109349301222_public.xml","DUE FROM AFFILIATES","12351179"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931009349300728","271296544","Prelude Chamber Ensemble","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931009349300728_public.xml","Deposits","600"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349313083","900779996","CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349313083_public.xml","IC RECEIVALBES FROM PARENT","2507877910"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349313083","900779996","CHILDREN'S HEALTHCARE OF ATLANTA GROUP RETURN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349313083_public.xml","DEPOSITS/NON CURRENT ASSETS","12082010"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900149349300505","316050290","UNION COUNTY HISTORICAL SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201900149349300505_public.xml","MUSEUM ARTIFACTS","57612"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349303736","311272561","EASTCARE I INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349303736_public.xml","TENEANT DEPOSIT HELD IN TRUST","2757"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349303736","311272561","EASTCARE I INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349303736_public.xml","REPLACMENT RESERVE DEPOSITS","34286"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030849349300203","453071366","Aspinwall Riverfront Park Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030849349300203_public.xml","Board Designated Endowment","2208420"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311268","560474967","SOUTHERN HIGHLAND HANDICRAFT GUILD","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311268_public.xml","CRAFTS & LITERARY COLLECTION","437653"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302289","273346703","ACMH BUILDING 74 HOUSING DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302289_public.xml","DUE FROM RELATED PARTY","1988126"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301117","330206854","Solana Beach Schools Foundation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301117_public.xml","BENEFICIAL INTEREST IN ENDOWMENT","110661"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912759349301401","201642142","WELLFIELD BOTANIC GARDENS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912759349301401_public.xml","ECCF - ENDOWMENT FUNDS","683593"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912769349300911","570907646","Reconciliation Ministries Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912769349300911_public.xml","Utility Deposit","191"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349303568","931307461","MITCH CHARTER SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349303568_public.xml","DEPOSITS","12400"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349303568","931307461","MITCH CHARTER SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349303568_public.xml","NET PENSION RELATED DEFERRED OUTFLOWS","947622"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021979349301437","020682988","THE IMMEDIATE LIFE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021979349301437_public.xml","INVESTMENT - FILM","50000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021979349301437","020682988","THE IMMEDIATE LIFE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021979349301437_public.xml","IBA SECURITIES ACCOUNT","749"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301000","591967932","JEWISH FEDERATION HOUSING II INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903299349301000_public.xml","TENANT'S SECURITY DEPOSITS","33819"
