"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SC_01_POLI_ORG_EIN","SC_01_POLI_ORG_AMT_CONTR_REC","SC_01_POLI_ORG_NAME_L1","SC_01_POLI_ORG_ADDR_L1","SC_01_POLI_ORG_ADDR_CITY","SC_01_POLI_ORG_ADDR_STATE","SC_01_POLI_ORG_ADDR_ZIP","SC_01_POLI_ORG_AMT_FUND_PAID","SC_01_POLI_ORG_ADDR_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","522264141",NA,"FRIENDS OF MIKE BUSCH","PO BOX 824","ANNAPOLIS","MD","21404","1500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","475315866",NA,"FRIENDS OF PATTY KUDERER","PO BOX 1545","BELLEVUE","WA","98009","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","204689019",NA,"FRIENDS OF TINA KOTEK","7930 N WABASH AVENUE","PORTLAND","OR","97217","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","831944193",NA,"FRIENDS OF STEPHANIE GARICA RICHARD","PO BOX 4657","WHITE ROCK","NM","87547","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","464465897",NA,"FRIENDS OF SUZANNE CROUCH","PO BOX 2960","INDIANAPOLIS","IN","46206","1500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","465701655",NA,"GIDEON LEADERSHIP PAC","37 SOUTH FREEPORT ROAD","FREEPORT","ME","04032","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","222695883",NA,"HOUSE DEMOCRATIC CAMPAIGN COMMITTEE","PO BOX 2021","AUGUSTA","ME","04338","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","351470780",NA,"HOUSE REPUBLICAN CAMPAIGN COMMITTEE","101 WEST OHIO STREET SUITE 2200","INDIANAPOLIS","IN","46204","2000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","462235933",NA,"KANSAS NEW ENERGY ECONOMY PAC","610 BRAZOS STREET SUITE 210","AUSTIN","TX","78701","13000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","931127620",NA,"KATE BROWN COMMITTEE","1423 SE HAWTHORNE BLVD","PORTLAND","OR","97214","2500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","371754794",NA,"KEN HELM FOR HOUSE DISTRICT 34","16289 NW MISSION OAKS DRIVE","BEAVERTON","OR","97006","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","824112942",NA,"LYNN FINDLEY FOR STATE REPRESENTATIVE","230 N OREGON STREET","ONTARIO","OR","97914","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml",NA,NA,"MARY F ROLLINS","PO BOX 5342","EVERETT","WA","98206","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","521718146",NA,"MARYLANDERS FOR MILLER","PO BOX 219","CLINTON","MD","20735","1500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","471718814",NA,"NEBRASKA NEW ENERGY ECONOMY PAC","1141 H STREET SUITE B","LINCOLN","NE","68508","14500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","814620747",NA,"NEW MEXICANS FOR MICHELLE","924 PARK AVE SW SUITE B","ALBUQUERQUE","NM","87102","5500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","473030928",NA,"NEWSOM FOR CALIFORNIA GOVERNOR 2018","1303 10TH STREET SUITE 1173","SACRAMENTO","CA","95814","10000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","473966550",NA,"NMHDCC","PO BOX 27066","ALBUQUERQUE","NM","87125","2500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","814474149",NA,"OUR COLORADO VALUES","1567 S UNIVERSITY BLVD","DENVER","CO","80210","2000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml",NA,NA,"REBECCA J WOLFE","PO BOX 1107","EDMONDS","WA","98206","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","351519681",NA,"SENATE MAJORITY CAMPAIGN COMMITTEE","PO BOX 2182","INDIANAPOLIS","IN","46206","2000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","472434848",NA,"SENATE REPUBLICAN PRESIDENT'S FUND","PO BOX 1","AUGUSTA","ME","04332","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","912068392",NA,"SENATOR CODEY ELECTION FUND","66 W MOUNT PLEASANT AVENUE","LIVINGSTON","NJ","07039","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","822543333",NA,"STAR CITY PAC","PO BOX 5341","AUGUSTA","ME","04332","500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","113734672",NA,"SWEENEY FOR SENATE","PO BOX 2890","HAMILTON","NJ","08609","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml","821479854",NA,"TEAM HOLCOMB","101 W OHIO STREET SUITE 2200","INDIANAPOLIS","IN","46204","2500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml",NA,NA,"TODD HUSTON FOR STATE REPRESENTATIVE","13378 SILVERSTONE DRIVE","FISHERS","IN","46037","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103","521121931","AMERICAN WIND ENERGY ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933039349300103_public.xml",NA,NA,"WAYNE P DEANGELO","4621A NOTTINGHAM WAY","HAMILTON","NJ","08690","2000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912069349301126","391158527","ASSOCIATED BUILDERS & CONTRACTORS OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912069349301126_public.xml","391429711",NA,"REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE","148 E JOHNSON STREET","MADISON","WI","53703","12000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912069349301126","391158527","ASSOCIATED BUILDERS & CONTRACTORS OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912069349301126_public.xml","391517505",NA,"COMMITTEE TO ELECT A REPUBLICAN SENATE","PO BOX 2741","MADISON","WI","53701","12000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910879349300901","362261646","FIELDSTONE CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910879349300901_public.xml","363092340",NA,"CREDIT UNION POLITICAL ACTION COUNC","1807 WEST DIEHL ROAD","NAPERVILLE","IL","605667107","100","PO BOX 3107"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911309349303196","041338415","INTERNATIONAL UNION OF ELEVATOR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911309349303196_public.xml",NA,NA,"COMMITTEE TO ELECT JOHN MAHONEY","8 WHITING STREET UNIT 2","PLYMOUTH","MA","02360","10000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349302116","521847725","PROFESSIONAL AVIATION SAFETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349302116_public.xml","521854774","4534","PROFESSIONAL AVIATION SAFETY SPECIALISTS (AFL-CIO) PAC","1200 G STREET NW SUITE 750","WASHINGTON","DC","20036",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349200535","223370273","RUTHERFORD PBA LOCAL #300 INC","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349200535_public.xml","472239526","666","NJS PBA PAC","158 MAIN STREET","WOODBRIDGE","NJ","07095",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943429349300304","731250310","LABORER INTERNATIONAL UNION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943429349300304_public.xml",NA,"3733","SOUTHWEST LABORERS PAC","1504 RUTLAND DRIVE","AUSTIN","TX","75358",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943429349300304","731250310","LABORER INTERNATIONAL UNION OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943429349300304_public.xml",NA,"2575","MIDWEST REGION LABORERS POLITICAL LEAGUE","ONE OLD NORTH STATE CAPITAL PLAZA","SPRINGFIELD","IL","62701",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011089349300421","361258142","ILLINOIS NURSES ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011089349300421_public.xml","371075312","34073","INA-PAC","105 WEST ADAMS SUITE 1420","CHICAGO","IL","60603","0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349304254","590810295","REALTOR ASSOCIATION OF SARASOTA AND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943169349304254_public.xml","463247113","216628","REALTORS POLITICAL ACTION COMMITTEE","7025 AUGUSTA NATIONAL DR","ORLANDO","FL","32822",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031129349301318","133472244","NYS SUPREME COURT OFFICERS ASSOC INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031129349301318_public.xml","133472244","34670","SCOA POLITICAL ACTION FUND","211 BROADWAY","LYNBROOK","NY","11563",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932409349200903","550889802","MISSISSIPPI ELECTRONIC SECURITY","2018","990EZ","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932409349200903_public.xml","425925927",NA,"CROWELL ARMSTRONG","4785 1-55 SOUTH STE 103","Jackson","MS","39206","12000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318236","930887396","PACIFIC PRINTING INDUSTRIES ASSOC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318236_public.xml","911660469","15312","STAUFFACHER COMMUNICATIONS","7009 53RD STREET W","UNIVERSITY PLACE","WA","98467",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318236","930887396","PACIFIC PRINTING INDUSTRIES ASSOC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318236_public.xml",NA,"460","OREGON BUSINESS & INDUSTRY","1149 COURT STREET NE","SALEM","OR","973014030",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","262596972","50651","AMERICAN PETROLEUM INSTITUTE POLITICAL ACTION COMMITTEE","200 MASSACHUSETTS AVE NW SUITE 11","WASHINGTON","DC","20001","0",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","463149989","0","COMMUNITY LEADERS OF AMERICA","2101 CEDAR SPRINGS ROAD SUITE 1050","DALLAS","TX","75201","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","341628309","0","MAHONING COUNTY DEMOCRATIC PARTY","2703 MAHONING AVENUE SUITE 104","YOUNGSTOWN","OH","44509","10000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","341641042","0","MAHONING COUNTY REPUBLICAN PARTY","8381 MARKET STREET","YOUNGSTOWN","OH","44512","10000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","314165080","0","OHIO DEMOCRATIC PARTY","340 EAST FULTON STREET","COLUMBUS","OH","43215","10000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","464501717","0","REPUBLICAN ATTORNEYS GENERAL ASSOCIATION","1747 PENN AVE NW STE 800","WASHINGTON","DC","20006","50000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","113655877","0","REPUBLICAN GOVERNOR'S ASSOCIATION","1747 PENN AVE NW STE 250","WASHINGTON","DC","20006","125000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980","130433430","AMERICAN PETROLEUM INSTITUTE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349305980_public.xml","050532524","0","REPUBLICAN STATE LEADERSHIP COMMITTEE","1201 F STREET NW SUITE 675","WASHINGTON","DC","20004","25000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544","381791480","DELTA DENTAL PLAN OF MICHIGAN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544_public.xml","475056186",NA,"RELENTLESS POSITIVE ACTION PAC","300 N 5TH AVENUE","ANN ARBOR","MI","48104","7500",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544","381791480","DELTA DENTAL PLAN OF MICHIGAN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544_public.xml","462753356",NA,"GRAND LAKE ADMINISTRATIVE FUN","113 W MICHIGAN AVE SUITE 301","JACKSON","MI","49201","1000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544","381791480","DELTA DENTAL PLAN OF MICHIGAN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544_public.xml","274215506",NA,"BILL SCHUETTE ADMINSTRATIVE ACCOUNT","5915 EASTMAN AVENUE SUITE 100","MIDLAND","MI","48640","25000",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544","381791480","DELTA DENTAL PLAN OF MICHIGAN INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349305544_public.xml","273504026",NA,"PROGRESSIVE ADVOCACY TRUST","PO BOX 322","EAST LANSING","MI","48826","40000",NA
