"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_01_DISREG_ENTITY_EIN","SR_01_DISREG_ENTITY_PRIMARY_ACT","SR_01_DISREG_ENTITY_DMCL_STATE","SR_01_DISREG_ENTITY_INCOME_TOT","SR_01_DISREG_ENTITY_ASSETS_EOY","SR_01_DISREG_ENTITY_NAME_L1","SR_01_DISREG_ENTITY_ADDR_L1","SR_01_DISREG_ENTITY_ADDR_CITY","SR_01_DISREG_ENTITY_ADDR_STATE","SR_01_DISREG_ENTITY_ADDR_ZIP","SR_01_DISREG_ENTITY_NAME_L1.1","SR_01_DISREG_ENTITY_CTRL_NA","SR_01_DISREG_ENTITY_DMCL_CNTR","SR_01_DISREG_ENTITY_ADDR_L2","SR_01_DISREG_ENTITY_ADDR_CNTR","SR_01_DISREG_ENTITY_NAME_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001909349301960","530210807","National Trust for Historic Preservation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001909349301960_public.xml","811853785","Community Inv","DE","-10836","-5442","National Trust Investment Management","1155 15th Street NW Suite 300","Washington","DC","20005","NTCIC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001909349301960","530210807","National Trust for Historic Preservation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001909349301960_public.xml","818121733","Community Inv","DE","2296153","6296640","National Trust Equity LLC","1155 15th Street NW Suite 300","Washington","DC","20005","NTCIC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001909349301960","530210807","National Trust for Historic Preservation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001909349301960_public.xml","811911360","Community Inv","DE","2296982","6370156","NT Historic Real Estate Equity Fund LLC","1155 15th Street NW Suite 300","Washington","DC","20005","NTCIC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900","736091755","UNIVERSITY OF OKLAHOMA FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900_public.xml","736091755","REAL ESTATE","OK","3188","30841700","UNIVERSITY NORTH PARK LLC","100 TIMBERDELL ROAD","NORMAN","OK","73019","UNIVERSITY OF OKLAHOMA FOUNDATION INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900","736091755","UNIVERSITY OF OKLAHOMA FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900_public.xml","736091755","REAL ESTATE","OK","0","0","UNP REALTY INVESTORS LLC","100 TIMBERDELL ROAD","NORMAN","OK","73019","UNIVERSITY OF OKLAHOMA FOUNDATION INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900","736091755","UNIVERSITY OF OKLAHOMA FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900_public.xml","736091755","DIABETES RESEARCH","OK","4829546","30080336","HAMM FAMILY DIABETES CENTER LLC","100 TIMBERDELL ROAD","NORMAN","OK","73019","UNIVERSITY OF OKLAHOMA FOUNDATION INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900","736091755","UNIVERSITY OF OKLAHOMA FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001969349301900_public.xml","736091755","REAL ESTATE","OK","0","15196","LW CARY INVESTORS LLC","100 TIMBERDELL ROAD","NORMAN","OK","73019","UNIVERSITY OF OKLAHOMA FOUNDATION INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349300442","382221201","SOUTHFIELD NON-PROFIT HOUSING CORP","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349300442_public.xml","383605508","RENTAL HOUSING FOR PERSONS OF LOW AND MODERATE INCOME","MI","0","0","SOUTHFIELD NP HSNG LDHA LLC","19785 W 12 MILE RD","SOUTHFIELD","MI","48076","SOUTHFIELD NON-PROFIT HOUSING CORP",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349300442","382221201","SOUTHFIELD NON-PROFIT HOUSING CORP","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923119349300442_public.xml",NA,"REVITALIZE NEIGHBORHOODS","MI","116354","4718391","SOUTHFIELD NEIGHBORHOOD REVITALIZATION INITIATIVE LLC","19785 W 12 MILE RD","SOUTHFIELD","MI","48076","SOUTHFIELD NON-PROFIT HOUSING CORP",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349301456","590232600","International Union of Elevator Constructors Local 71","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349301456_public.xml","591533607","Hold Title to Prop","FL",NA,NA,"Int'l Union 71 Holding Company","3800 N W 35 Avneue","Miami","FL","33142","Int'l Union 71",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","205281203","GLOBAL HEALTH CARE","MA","13521993","15374573","PARTNERS HEALTHCARE INTERNATIONAL LLC","800 BOYLSTON STREET","BOSTON","MA","02199","MASS GENERAL BRIGHAM",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","043578297","MEDICAL SERVICES","MA","3231855","33587","MERRIMACK VALLEY ENDOSCOPY LLC","ONE PARKWAY","HAVERHILL","MA","01830","PCPO",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","814444790","INVESTMENTS","MA","5865934","18262919","PARTNERS INNOVATION II LLC","800 BOYLSTON STREET","BOSTON","MA","02199","MASS GENERAL BRIGHAM",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","814431654","INVESTMENTS","MA","0","0","PARTNERS INNOVATION MANAGEMENT COMPANY LLC","800 BOYLSTON STREET","BOSTON","MA","02199","MASS GENERAL BRIGHAM",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","474262843","BILLING SERVICES","MA","745472","0","MASSACHUSETTS EYE & EAR ASSOCIATES LLC","243 CHARLES STREET","BOSTON","MA","02114","MEEA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","824754998","BILLING SERVICES","NH","0","0","WDPC ORTHOPEDICS LLC","789 CENTRAL AVENUE","DOVER","NH","03820","WDH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml",NA,"INVESTMENTS","ME","0","0","PORTLAND INVESTMENTS-PIA LLC","101 MERRIMAC STREET","BOSTON","MA","02114","PIA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml",NA,"INVESTMENTS","ME","0","0","PORTLAND INVESTMENTS-EP LLC","101 MERRIMAC STREET","BOSTON","MA","02114","PIA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","831131673","GLOBAL HEALTH CARE","MA","1127000","5382000","MASS GENERAL INTERNATIONAL LLC","55 FRUIT STREET","BOSTON","MA","02114","MGPO",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","823924135","MEDICAL CODING SOFTWARE","MA","340000","1558000","CODAMETRIX LLC","55 FRUIT STREET","BOSTON","MA","02114","MGPO",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml",NA,"ACQUISITION ENTITY","NH","0","264022","COCHECO DEVELOPMENT LLC","95 MARKET STREET","MANCHESTER","NH","03101","WDH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","831118331","GLOBAL HEALTH CARE","MA","3412000","4098000","BRIGHAM HEALTH INTERNATIONAL","75 FRANCIS STREET","BOSTON","MA","02115","BH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","831146009","GLOBAL HEALTH CARE","MA","659000","547000","SPAULDING INTERNATIONAL LLC","300 FIRST AVENUE","CHARLESTOWN","MA","02129","SRH",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","831039882","HOLDING COMPANY","MA","0","5639000","PARTNERS HEALTHCARE INSURANCE HOLDING COMPANY LLC","399 REVOLUTION DRIVE","SOMERVILLE","MA","02145","MASS GENERAL BRIGHAM",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","371930840","GLOBAL HEALTH CARE","MA","290000","153000","MCLEAN INTERNATIONAL LLC","399 REVOLUTION DRIVE","SOMERVILLE","MA","02145","MCLEAN",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","833091607","BILLING SERVICES","MA","50557","0","MEEA - CAPE COD PHO LLC","243 CHARLES STREET","BOSTON","MA","02114","MEEA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","833077580","BILLING SERVICES","MA","0","0","MEEA - WINCHESTER PHO LLC","243 CHARLES STREET","BOSTON","MA","02114","MEEA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008","043480219","MASTER TRUST AGREEMENT FOR WELFARE BENEF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032279349300008_public.xml","843042963","PSYCHIATRIC TREATMENT FACILLITY","MA","0","0","MCLEAN HOUSTON OCD PROGRAM LLC","115 MILL STREET","BELMONT","MA","02478","MCLEAN",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302265","610727110","SOCIETY OF ST VINCENT DE PAUL COUNCIL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302265_public.xml","610727110","GENERAL PARTNER OF ST. VINCENT DE PAUL HOMES, LLLP","KY","0","2135772","ST VINCENT GP LLC","PO BOX 17126","LOUISVILLE","KY","402170126","SOCIETY OF ST VINCENT DE PAUL COUNCIL OF LOUISVILLE INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302265","610727110","SOCIETY OF ST VINCENT DE PAUL COUNCIL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302265_public.xml","611024020","OPERATES RETAIL THRIFT STORES","KY","0","0","DE PAUL STORES INC","PO BOX 17126","LOUISVILLE","KY","402170126","SOCIETY OF ST VINCENT DE PAUL COUNCIL OF LOUISVILLE INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011369349304441","951664100","Claremont Graduate University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011369349304441_public.xml",NA,"Student housing","CA","2474211","219704","CGU Student Housing LLC","150 E Tenth Street","Claremont","CA","91711","CGU",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349314888","371140016","CARLE HEALTH CARE INCORPORATED","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349314888_public.xml","273054181","AMBULANCE","IL","11150456","4399339","ARROW AMBULANCE LLC","611 W Park Street","Urbana","IL","61801","CHCI",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911929349301241","411678328","ONE ROOF COMMUNITY HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911929349301241_public.xml","263245825","REAL ESTATE SALES","MN","0","0","ONE ROOF COMMUNITY REALTY LLC","12 EAST 4TH STREET","DULUTH","MN","55806","ONE ROOF COMMUNITY HOUSING",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911929349301241","411678328","ONE ROOF COMMUNITY HOUSING","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911929349301241_public.xml","200986222","GENERAL CONTRACTOR","MN","3116020","640681","COMMON GROUND DECONSTRUCTION","12 EAST 4TH STREET","DULUTH","MN","55806","ONE ROOF COMMUNITY HOUSING",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932879349301693","113666663","RE ARENA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932879349301693_public.xml",NA,"THE SINGLE MEMBER LLC OWNS THE RE ARENA BUILDING AND IS LESSEE OF THE LAND","DE",NA,NA,"ARENA HOLDINGS CHARITABLE LLC","1 RALPH ENGELSTAD ARENA DRIVE","GRAND FORKS","ND","58202","UND SPORTS FACILITIES INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903449349300410","330236323","OKLAHOMA RHF HOUSING INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903449349300410_public.xml","472131303","LOW INCOME HOUSING","CA",NA,NA,"CULVER CITY HOUSING LLC","911 N STUDEBAKER ROAD","LONG BEACH","CA","90815",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903449349300410","330236323","OKLAHOMA RHF HOUSING INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903449349300410_public.xml","465045935","LOW INCOME HOUSING","CA",NA,NA,"ST JAMES PARK RHF HOUSING LLC","911 N STUDEBAKER ROAD","LONG BEACH","CA","90815",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349301613","131740451","Fordham University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349301613_public.xml","131740451","HOLDING CO.","NY","0","0","FORDHAM AIRVANA HOLDINGS LLC","888 SEVENTH AVE 7TH FLOOR","NEW YORK","NY","10019","FORDHAM U",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010429349301536","371250091","EJ Water Cooperative Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010429349301536_public.xml","823121611","Wastewater Treatment","IL","0","122549","Innovative Wastewater Treatment Cooperative LLC","108 S Main St","Dieterich","IL","62424","EJ Water Cooperative Inc",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031329349300938","943186770","Satellite Affordable Housing Associates","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031329349300938_public.xml","943186770","LOW-INCOME HOUSING","CA","-46961","205684","2307 CHESTNUT LLC","1835 ALCATRAZ AVENUE","BERKELEY","CA","94703","SAHA",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349301778","201249814","ARGENTINE NEIGHBORHOOD DEVELOPMENT ASSOC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349301778_public.xml","671743732","RENTAL REAL ESTATE","KS",NA,NA,"ARGENTINE LOW INCOME SLP","PO BOX 6146","KANSAS CITY","KS","66106","ARGENTINE NEIGHBORHOOD DEVELOPMENT ASSOCIATION",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021979349300242","232016631","DELTA COMMUNITY SUPPORTS INC (PA)","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021979349300242_public.xml","462270808","INACTIVE","PA","0","0","DELTA FAMILY SERVICES LLC","2210 MT CARMEL AVENUE","GLENSIDE","PA","19038",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011289349301481","382476812","NEW HORIZONS NON-PROFIT APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011289349301481_public.xml","201027346","OFFICE BUILDING/RENTAL","MI",NA,NA,"OFFICE BUILDING LLC","8425 E TWELVE MILE ROAD","WARREN","MI","48093","COOPERATIVE SERVICES INC",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011289349301481","382476812","NEW HORIZONS NON-PROFIT APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011289349301481_public.xml","463033745","HOUSING","MD",NA,NA,"BOWLEY'S NON-PROFIT HOUSING LLC","8425 E TWELVE MILE ROAD","WARREN","MI","48093","CSI SUPPORT & DEVELOPMENT SERVICES",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901849349300045","813680121","FRESHGRASS PUBLIC FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901849349300045_public.xml","464529302","Journal Sales","CA","211753","592567","Freshgrass LLC","PO Box 22129","San Francisco","CA","94122","FG Public Fo",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901849349300045","813680121","FRESHGRASS PUBLIC FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901849349300045_public.xml","464547071","Festival","CA","86714","0","Freshgrass Music LLC","PO BOX 22129","San Francisco","CA","94122","Freshgrass L",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349306043","592822516","ST JOSEPH'S ENTERPRISES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349306043_public.xml","592820952","HEALTH SRVCS","FL","26442629","10153576","ST JOSEPH'S DIAGNOSTIC CENTER LLC","3001 W DR MLK JR BLVD","TAMPA","FL","33607","SJ ENTERP",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902689349301700","953711771","THE SISTER STELLA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902689349301700_public.xml","953711771","RESIDENTIAL RENTALS","CA","28807","904493","ST PAUL'S COMMUNITY PROPERTIES I LLC","PO BOX 492515","LOS ANGELES","CA","90049",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902689349301700","953711771","THE SISTER STELLA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902689349301700_public.xml","953711771","RESIDENTIAL RENTALS","CA","13964","974129","ST PAUL'S COMMUNITY PROPERTIES II LLC","PO BOX 492515","LOS ANGELES","CA","90049",NA,"N/A",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902689349301700","953711771","THE SISTER STELLA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902689349301700_public.xml","953711771","RESIDENTIAL RENTALS","CA","2911","934858","ST PAUL'S COMMUNITY PROPERTIES III LLC","PO BOX 492515","LOS ANGELES","CA","90049",NA,"N/A",NA,NA,NA,NA
