"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_02_RLTD_ORG_EIN","SR_02_RLTD_ORG_PRIMARY_ACT","SR_02_RLTD_ORG_DMCL_STATE","SR_02_RLTD_ORG_EXEMPT_CODE","SR_02_RLTD_ORG_PCSTAT","SR_02_RLTD_ORG_NAME_L1","SR_02_RLTD_ORG_ADDR_L1","SR_02_RLTD_ORG_ADDR_CITY","SR_02_RLTD_ORG_ADDR_STATE","SR_02_RLTD_ORG_ADDR_ZIP","SR_02_RLTD_ORG_NAME_L1.1","SR_02_RLTD_ORG_CTRL_512_X","SR_02_RLTD_ORG_CTRL_NA","SR_02_RLTD_ORG_DMCL_CNTR","SR_02_RLTD_ORG_ADDR_CNTR","SR_02_RLTD_ORG_NAME_L2","SR_02_RLTD_ORG_ADDR_L2","SR_02_RLTD_ORG_NAME_L2.1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","204295472","LOW-INC HSNG","CO","501(C)(3)","LINE 10","ALLEGRE POINT SENIOR RESIDENCES","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363914084","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES - BATAVIA APARTMENTS INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","364039278","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES - COLONY PARK INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","364049150","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES - CONSTITUTION HOUSE INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","391771526","LOW-INC HSNG","WI","501(C)(3)","LINE 10","ASSISI HOMES - JEFFERSON COURT INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","391814815","LOW-INC HSNG","WI","501(C)(3)","LINE 10","ASSISI HOMES - KENOSHA INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","800623447","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES - LASALLE MANOR INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363767250","LOW-INC HSNG","WI","501(C)(3)","LINE 10","ASSISI HOMES - NEENAH INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363942336","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES OF GURNEE INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363803443","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES OF ILLINOIS INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","391790498","LOW-INC HSNG","IL","501(C)(3)","LINE 10","ASSISI HOMES SAXONY INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","860980810","LOW-INC HSNG","AZ","501(C)(3)","LINE 10","AVONDALE SENIOR VILLAGE","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","860980809","LOW-INC HSNG","AZ","501(C)(3)","LINE 10","CAMELOT CASITAS","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943361794","LOW-INC HSNG","CA","501(C)(3)","LINE 10","CANTEBRIA SENIOR HOMES","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","363957850","LOW-INC HSNG","IL","501(C)(3)","LINE 10","CANTICLE PLACE INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","860808941","LOW-INC HSNG","AZ","501(C)(3)","LINE 10","CASA DE MERCED","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","860728526","LOW-INC HSNG","AZ","501(C)(3)","LINE 12A, I","CASA DE SHANTI","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","770117473","LOW-INC HSNG","CA","501(C)(3)","LINE 10","CENTRAL COAST HOUSING","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","341399869","LOW-INC HSNG","OH","501(C)(3)","LINE 10","CHARLES CREST CORPORATION","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","341714407","LOW-INC HSNG","OH","501(C)(3)","LINE 10","CHARLES CREST II CORPORATION","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","341552671","LOW-INC HSNG","OH","501(C)(3)","LINE 10","CHARLES MEADOWS CORPORATION","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","237200039","LOW-INC HSNG","CO","501(C)(3)","LINE 10","CLARE GARDENS INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","742740978","LOW-INC HSNG","CO","501(C)(3)","LINE 10","CLARE OF ASSISI HOMES-WESTMINSTER INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","475227048","LOW-INC HSNG","CO","501(C)(3)","LINE 10","DAVENPORT MINISTRIES INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","841062097","LOW-INC HSNG","CO","501(C)(3)","LINE 10","DECATUR PLACE","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","020655254","LOW-INC HSNG","KY","501(C)(3)","LINE 10","DUBLIN MANOR INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","030410639","LOW-INC HSNG","ID","501(C)(3)","LINE 10","EAGLE SENIOR VILLAGE","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","475190275","LOW-INC HSNG","IL","501(C)(3)","LINE 10","EFFINGHAM MINISTRIES INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943234538","LOW-INC HSNG","CA","501(C)(3)","LINE 12A, I","EHCC HOUSING CORP (EDEN HOUSE)","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","860847975","LOW-INC HSNG","AZ","501(C)(3)","LINE 10","EL MIRAGE SENIOR","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","680336533","LOW-INC HSNG","CA","501(C)(3)","LINE 12A, I","FLORIN HOUSING CORP","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","840626174","LOW-INC HSNG","IL","501(C)(3)","LINE 10","FRANCIS HEIGHTS INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","942366315","LOW-INC HSNG","CA","501(C)(3)","LINE 10","FRANCIS OF ASSISI COMMUNITY","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","680484147","LOW-INC HSNG","CA","501(C)(3)","LINE 12A, I","GARDEN PARK APT COMMUNITY","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","752983979","LOW-INC HSNG","CA","501(C)(3)","LINE 10","GAULT STREET SENIOR","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","860897709","LOW-INC HSNG","AZ","501(C)(3)","LINE 10","GUADALUPE SENIOR VILLAGE","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","721545927","LOW-INC HSNG","ID","501(C)(3)","LINE 12A, I","INDEPENDENCE HILL INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","475178092","LOW-INC HSNG","CO","501(C)(3)","LINE 10","INDIANAPOLIS MINISTRIES 1 INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","475178185","LOW-INC HSNG","CO","501(C)(3)","LINE 10","INDIANAPOLIS MINISTRIES 2 INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","911667138","LOW-INC HSNG","WA","501(C)(3)","LINE 10","INTERCOMMUNITY HOUSING FERNDALE","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943282891","LOW-INC HSNG","CA","501(C)(3)","LINE 10","JOHN W KING SENIOR COMMUNITY","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","475189624","LOW-INC HSNG","IN","501(C)(3)","LINE 10","KOKOMO MINISTRIES INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","475190723","LOW-INC HSNG","FL","501(C)(3)","LINE 10","LAKE WALES MINISTRIES INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","943190261","LOW-INC HSNG","CA","501(C)(3)","LINE 10","MARIA B FREITAS SENIOR HOUSING CORP","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132","475247951","PENDLETON MINISTRIES 2 INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922949349301132_public.xml","391515867","LOW-INC HSNG","WI","501(C)(3)","LINE 10","MARIAN HOUSING CENTER INC","1600 BROADWAY SUITE 2000","DENVER","CO","80202",NA,"0","N/A",NA,NA,NA,NA,NA
