"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_09_EXP_OTH_TOT","F9_09_EXP_OTH_DESC","F9_09_EXP_OTH_PROG","F9_09_EXP_OTH_MGMT","F9_09_EXP_OTH_FUNDR"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201231369349301558","631139623","RURAL CHAPLAINS ASSOCIATION","2011","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201231369349301558_public.xml","8110","SCHOLARSHIPS","8110",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201231369349301558","631139623","RURAL CHAPLAINS ASSOCIATION","2011","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201231369349301558_public.xml","4000","EVENT SUPPORT","4000",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506","411273335","GRACEVILLE RURAL RENTAL HOUSINGINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506_public.xml","34474","BUILDING MAINTENANCE","34474",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506","411273335","GRACEVILLE RURAL RENTAL HOUSINGINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506_public.xml","3414","BUILDING & REPAIR SUPPLIES","3414",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506","411273335","GRACEVILLE RURAL RENTAL HOUSINGINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201910929349300506_public.xml","135","LICENSE & PERMITS","135",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914","742044170","FRASER CREATIVE LEARNING CENTER AND","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914_public.xml","2532","WORKERS COMPENSATION","2532",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914","742044170","FRASER CREATIVE LEARNING CENTER AND","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914_public.xml","2402","PROPERTY TAXES","2402",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914","742044170","FRASER CREATIVE LEARNING CENTER AND","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914_public.xml","1583","OUTSIDE ACTIVITY FEES","1583",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914","742044170","FRASER CREATIVE LEARNING CENTER AND","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201640149349300914_public.xml","1469","LICENSES","1469",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775","450432114","MINOT PUBLIC SCHOOL FOUNDATION","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775_public.xml","2720","POSTAGE, MAIL, PRINTING","2720",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775","450432114","MINOT PUBLIC SCHOOL FOUNDATION","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775_public.xml","805","DUES & MEMBERSHIPS","805",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775","450432114","MINOT PUBLIC SCHOOL FOUNDATION","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775_public.xml","542","MISCELLANEOUS","542",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775","450432114","MINOT PUBLIC SCHOOL FOUNDATION","2015","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201603199349307775_public.xml","264","WORKER'S COMP","264",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157","752954442","ELDERVILLE-LAKEPORT VOLUNTEER","2010","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157_public.xml","25503","R&M - EQUIPMENT,APPARAT","25503",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157","752954442","ELDERVILLE-LAKEPORT VOLUNTEER","2010","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157_public.xml","20948","GAS & OIL","20948",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157","752954442","ELDERVILLE-LAKEPORT VOLUNTEER","2010","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157_public.xml","13248","FIRE CALL EXPENSE","13248",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157","752954442","ELDERVILLE-LAKEPORT VOLUNTEER","2010","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157_public.xml","8262","BUNKER GEAR","8262",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157","752954442","ELDERVILLE-LAKEPORT VOLUNTEER","2010","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201222279349303157_public.xml","4939","SUPPLIES","4939",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313","226082849","COMMUNICATION WORKERS OF AMERICA","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313_public.xml","26952","EQUIPMENT AND SUPPLIES",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313","226082849","COMMUNICATION WORKERS OF AMERICA","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313_public.xml","14306","SCHOLARSHIPS",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313","226082849","COMMUNICATION WORKERS OF AMERICA","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313_public.xml","6274","UNIT SERVICING",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313","226082849","COMMUNICATION WORKERS OF AMERICA","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201532999349300313_public.xml","4672","TELEPHONE",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982","232708823","AMERICAN CREDIT COUNSELING INSTITUTE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982_public.xml","3541","MISCELLANEOUS","3541","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982","232708823","AMERICAN CREDIT COUNSELING INSTITUTE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982_public.xml","801","POSTAGE","801","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982","232708823","AMERICAN CREDIT COUNSELING INSTITUTE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982_public.xml","9896","AUTO","9896","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982","232708823","AMERICAN CREDIT COUNSELING INSTITUTE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349305982_public.xml","8411","TELEPHONE","8411","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115","351760451","Indiana Youth Group Inc","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115_public.xml","8069","Contract labor","2335","5734",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115","351760451","Indiana Youth Group Inc","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115_public.xml","5089","Meals","4584","505",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115","351760451","Indiana Youth Group Inc","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115_public.xml","3216","Printing and Publications","3216",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115","351760451","Indiana Youth Group Inc","2014","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201502049349301115_public.xml","1405","Payroll processing",NA,"1405",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489","454558030","CLAIR SENTIAN FOUNDATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489_public.xml","7697","REPAIRS AND GARDENING",NA,"7697",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489","454558030","CLAIR SENTIAN FOUNDATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489_public.xml","4595","EVENT EXPENSES","4595",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489","454558030","CLAIR SENTIAN FOUNDATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489_public.xml","2132","TAX EXPENSE",NA,"2132",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489","454558030","CLAIR SENTIAN FOUNDATION INC","2016","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201743199349317489_public.xml","1948","MEDITATION TOOLS AND OI","1948",NA,NA
